st_case,state,year,month,day,day_week,hour,minute,county,city,fatals_crash,vehicles_total,vehicles_in_transport,persons_total,route,rural_urban,functional_system,road_owner,nhs,special_jurisdiction,milepoint,latitude,longitude,first_harmful_event,manner_collision,rel_jct_interchange,rel_jct_location,intersection_type,relation_to_road,work_zone,light_condition,weather,school_bus_related,ems_notified_hour,ems_notified_min,ems_arrival_hour,ems_arrival_min,hospital_hour,hospital_min
10150,1,2020,3,12,5,18,15,121,0,1,1,1,1,3,2,3,1,1,0,2221,33.33998889,-86.18894444,1,0,0,1,1,3,0,1,1,0,18,16,18,26,,
10151,1,2020,3,14,7,22,55,13,0,1,1,1,1,4,1,7,2,0,0,0,31.72233056,-86.83305556,1,0,0,1,1,1,0,2,1,0,23,12,23,30,,
10152,1,2020,3,14,7,23,53,123,0,1,1,1,1,3,1,5,1,0,0,4,32.59923056,-85.80194444,32,0,0,1,1,4,0,2,1,0,23,56,0,14,,
10153,1,2020,3,15,1,17,15,69,930,1,1,1,1,6,2,7,4,0,0,0,31.25646111,-85.4611,33,0,0,1,1,4,0,1,1,0,17,14,17,20,,
10154,1,2020,3,17,3,23,7,73,350,1,1,1,1,6,2,4,4,1,0,0,33.57077778,-86.75395,38,0,0,1,1,4,0,2,10,0,23,7,23,27,,
10155,1,2020,3,19,5,19,12,87,0,1,2,2,3,4,1,5,2,0,0,0,32.50546944,-85.61073333,12,8,0,1,1,1,0,1,1,0,19,12,19,27,,
10156,1,2020,3,20,6,23,45,45,0,1,1,1,1,4,2,7,2,0,0,0,31.44631111,-85.66569444,8,0,0,1,1,1,0,2,1,0,0,25,0,33,0,53
10157,1,2020,3,20,6,16,40,103,0,1,1,1,1,2,1,3,1,1,0,3376,34.32428333,-86.90070833,42,0,0,1,1,4,0,1,2,0,16,39,16,53,,
10158,1,2020,3,21,7,5,30,115,0,1,1,1,1,2,1,4,1,0,0,2099,33.48608889,-86.35100556,42,0,0,1,1,4,0,2,10,0,7,3,7,14,,
10159,1,2020,3,21,7,14,50,103,0,2,2,2,4,4,1,5,2,0,0,0,34.46754167,-87.05464444,12,2,0,1,1,1,0,1,10,0,15,2,15,36,16,23
10160,1,2020,3,22,1,1,10,53,0,1,1,1,2,4,1,7,2,0,0,0,31.01840833,-87.23039167,1,0,0,1,1,4,0,2,10,0,1,10,1,14,,
10161,1,2020,3,25,4,17,10,9,0,1,1,1,1,2,1,3,1,1,0,2727,34.13048611,-86.53979722,34,0,0,1,1,4,0,1,1,0,17,10,17,35,,
10162,1,2020,3,25,4,22,30,125,0,2,1,1,1,2,1,3,1,1,0,388,33.25834444,-87.69906944,8,0,0,1,1,1,0,2,1,0,22,30,22,45,,
10163,1,2020,3,26,5,0,40,85,1220,1,1,1,1,3,1,5,1,0,0,223,31.98490278,-86.50312778,42,0,0,1,1,4,0,2,1,0,,,,,,
10164,1,2020,3,25,4,20,39,17,0,1,1,1,1,1,1,1,1,1,0,691,32.73130278,-85.29283889,34,0,0,1,1,3,0,2,10,0,,,,,,
10165,1,2020,2,23,1,6,30,73,350,1,2,2,3,1,2,1,1,1,0,2592,33.50039722,-86.81433611,12,2,0,1,1,1,1,1,1,0,6,33,6,44,7,6
10166,1,2020,4,15,4,23,4,17,1830,1,2,2,2,1,2,1,1,1,0,765,32.80614444,-85.22691389,12,2,0,1,1,1,0,2,1,0,23,4,23,14,,
10167,1,2020,4,23,5,5,0,127,0,1,1,1,1,1,1,1,1,1,0,540,33.86250556,-87.39317222,52,0,0,1,1,4,0,2,2,0,,,,,,
10168,1,2020,4,23,5,11,14,81,2340,2,3,1,3,1,2,1,1,1,0,630,32.660325,-85.34126111,14,0,0,1,1,2,0,1,1,0,11,14,11,20,,
10169,1,2020,4,24,6,6,0,87,0,1,3,3,2,1,2,1,1,1,0,350,32.44931944,-85.75006667,12,1,0,1,1,1,0,1,1,0,6,0,6,10,,
10170,1,2020,5,2,7,5,50,1,0,1,1,1,1,1,1,1,1,1,0,1840,32.52345,-86.44104444,11,0,0,1,1,1,0,4,1,0,,,6,0,,
10171,1,2020,5,8,6,1,0,49,0,1,1,1,1,1,1,1,1,1,0,2050,34.27480556,-85.88024167,30,0,0,1,1,4,0,3,10,0,1,0,1,55,,
10172,1,2020,2,22,7,5,55,97,2100,1,1,1,1,6,2,5,4,0,0,0,30.66610278,-88.12746111,8,0,0,1,1,1,0,3,1,0,5,55,5,58,,
10173,1,2020,3,16,2,2,0,73,350,1,1,1,1,6,2,3,4,1,0,0,33.50520833,-86.85446667,8,0,0,1,1,1,0,2,10,0,2,0,2,6,,
10174,1,2020,3,23,2,20,50,89,1730,1,2,2,2,3,2,2,1,1,0,0,34.70581667,-86.58885556,8,0,0,1,1,1,0,3,1,0,20,50,20,53,,
10176,1,2020,3,28,7,23,0,89,0,2,2,2,4,4,1,5,2,0,0,0,34.87966667,-86.44674444,12,6,0,2,3,1,0,3,1,0,23,12,23,28,0,4
10177,1,2020,3,29,1,19,38,59,0,1,1,1,2,3,1,5,1,0,0,33,34.33304444,-87.71826389,34,0,0,1,1,4,0,2,1,0,19,38,19,45,,
10178,1,2020,3,30,2,11,5,117,0,1,2,2,2,4,1,5,2,0,0,0,33.27318889,-86.51004167,12,2,0,1,1,1,0,1,1,0,11,8,11,15,,
10179,1,2020,3,31,3,20,15,59,0,1,2,2,2,3,1,5,1,0,0,79,34.35842778,-87.59974722,12,6,0,2,2,1,0,2,10,0,20,15,20,35,,
10180,1,2020,4,1,4,12,15,73,2170,1,1,1,2,6,2,7,4,0,0,0,33.49855,-86.70865833,33,0,0,1,1,4,0,1,1,0,12,13,12,28,12,56
10181,1,2020,4,1,4,10,16,73,350,1,2,2,5,6,2,3,3,1,0,0,33.60842778,-86.68896667,12,1,0,3,2,1,0,1,1,0,10,18,10,24,10,44
10182,1,2020,4,2,5,15,40,127,0,1,1,1,1,4,1,7,2,0,0,0,33.88901389,-87.49762778,1,0,0,1,1,4,0,1,1,0,,,16,0,,
10183,1,2020,4,3,6,4,59,31,1030,1,2,2,2,3,2,4,1,0,0,0,31.32424722,-85.82539444,12,2,0,1,1,1,0,3,1,0,,,5,10,,
10184,1,2020,4,5,1,22,5,5,0,1,1,1,1,3,1,4,1,0,0,100,31.89215833,-85.308375,35,0,0,1,1,4,0,2,1,0,,,12,20,,
10185,1,2020,4,5,1,4,40,51,0,1,1,1,2,4,1,5,2,0,0,0,32.462375,-86.12166389,38,0,0,1,1,4,0,2,10,0,,,5,0,,
10186,1,2020,4,5,1,9,7,71,2720,1,1,1,1,3,2,4,1,0,0,931,34.65580556,-86.10714444,9,0,0,1,1,1,0,1,1,0,9,8,9,18,10,50
10187,1,2020,4,6,2,12,55,101,0,1,1,1,2,2,1,3,1,1,0,1034,32.15759167,-86.11290833,42,0,0,1,1,4,0,1,1,0,12,59,13,25,13,44
10188,1,2020,4,6,2,13,35,79,0,1,1,1,1,3,1,3,1,1,0,401,34.51978056,-87.29436389,1,0,0,1,1,4,0,1,1,0,13,38,13,43,,
10190,1,2020,4,9,5,5,20,51,0,1,1,1,1,3,1,4,1,0,0,33,32.57805,-86.15521667,9,0,0,1,1,1,0,2,5,0,,,6,0,,
10191,1,2020,4,9,5,9,0,83,0,1,1,1,1,3,1,3,1,1,0,3374,34.95091667,-86.78666111,1,0,0,1,1,1,1,1,1,0,8,59,9,24,,
10192,1,2020,4,10,6,15,40,49,0,2,3,3,6,3,1,4,1,0,0,777,34.42400556,-85.93924444,12,8,0,1,1,1,0,1,1,0,15,40,15,48,,
10193,1,2020,4,10,6,17,30,125,0,1,2,2,3,2,1,2,1,1,0,1086,33.25102222,-87.13400556,12,6,1,2,4,1,0,1,1,0,17,39,17,46,18,42
10194,1,2020,4,10,6,19,21,9,0,1,1,1,1,2,1,3,1,1,0,1017,34.15727778,-86.46378333,42,0,0,1,1,4,0,5,1,0,19,21,19,35,,
10195,1,2020,4,10,6,18,14,101,2130,1,1,1,2,6,2,4,4,0,0,0,32.40020833,-86.22177778,8,0,0,3,3,1,0,1,1,0,18,17,18,27,18,48
10196,1,2020,4,12,1,20,50,101,0,1,1,1,1,4,2,5,2,0,0,0,32.35941667,-86.09588333,59,0,0,1,1,4,0,2,1,0,20,51,21,0,21,53
10197,1,2020,4,14,3,14,27,125,3050,1,2,2,7,3,2,3,1,1,0,0,33.15491944,-87.54878056,12,6,0,2,2,1,0,1,1,0,14,28,14,33,15,4
10198,1,2020,4,15,4,7,35,7,0,1,2,2,2,3,1,3,1,1,0,937,33.05033889,-87.13414444,12,6,0,2,3,1,0,1,1,0,7,35,7,50,,
10199,1,2020,4,15,4,18,15,99,0,1,4,4,5,3,1,4,1,0,0,375,31.46472778,-87.35318611,12,1,0,1,1,1,0,1,1,0,18,33,19,5,19,51
10200,1,2020,4,16,5,10,39,103,1590,1,2,2,2,2,2,3,1,1,0,3475,34.46006389,-86.94760556,12,9,0,1,1,1,0,1,10,0,,,,,,
10201,1,2020,4,16,5,19,44,73,2170,1,2,2,2,2,2,3,1,1,0,23,33.46453611,-86.75705833,12,6,0,2,3,1,0,3,1,0,19,44,19,54,20,6
10202,1,2020,4,18,7,18,25,77,0,1,1,1,1,4,1,7,2,0,0,0,34.91023611,-87.68719167,32,0,0,1,1,4,0,1,1,0,18,25,18,32,,
10203,1,2020,4,18,7,20,56,43,830,1,1,1,1,2,2,4,1,0,0,0,34.20625556,-86.85942222,30,0,0,3,2,8,0,3,10,0,20,56,21,3,,
10204,1,2020,4,18,7,22,35,133,0,1,1,1,4,4,1,5,2,0,0,0,34.04996944,-87.16705,30,0,0,1,1,4,0,2,10,0,22,44,23,11,23,56
10205,1,2020,4,19,1,0,15,9,0,1,1,1,1,3,1,4,1,0,0,133,33.961325,-86.64896111,34,0,0,1,1,4,0,2,1,0,0,15,0,30,,
10206,1,2020,4,20,2,17,39,101,0,1,1,1,2,2,1,3,1,1,0,1130,32.43547222,-86.21872778,30,0,0,1,1,4,0,1,1,0,17,54,18,8,18,44
10207,1,2020,4,20,2,21,1,73,0,1,2,2,5,4,2,4,2,0,0,0,33.46616944,-87.05753056,12,6,0,2,2,1,0,2,1,0,21,3,21,12,21,48
10208,1,2020,4,20,2,20,2,45,0,1,1,1,1,4,2,5,2,0,0,0,31.31367222,-85.78477222,34,0,0,1,1,4,0,2,1,0,20,2,20,6,,
10209,1,2020,4,22,4,18,18,55,2822,1,1,1,1,6,2,7,4,0,0,0,33.89948889,-86.03865,9,0,0,1,1,1,0,1,1,0,18,19,18,23,,
10210,1,2020,4,23,5,6,30,55,0,1,1,1,1,2,2,3,1,1,0,2689,34.04395,-86.11128333,1,0,0,1,1,1,0,1,2,0,6,50,6,53,,
10211,1,2020,4,24,6,11,0,69,0,1,2,2,5,3,2,3,1,1,0,2020,31.23761667,-85.52397778,12,6,0,2,2,1,0,1,1,0,11,9,11,13,11,34
10212,1,2020,4,24,6,13,36,113,0,1,1,1,2,4,1,5,2,0,0,0,32.33880833,-85.22884444,40,0,0,1,1,4,0,1,1,0,13,37,13,50,14,40
10213,1,2020,4,25,7,17,24,123,0,1,1,1,2,4,1,7,2,0,0,0,33.08268611,-85.86376389,35,0,0,1,1,4,0,1,1,0,17,40,18,16,,
10214,1,2020,4,25,7,18,55,81,2340,1,1,1,1,6,2,5,4,0,0,0,32.67565556,-85.35411944,42,0,0,3,3,4,0,1,1,0,18,57,19,10,19,24
10215,1,2020,4,25,7,21,15,111,0,1,1,1,1,2,1,3,1,1,0,1856,33.2013,-85.41501944,1,0,0,1,1,1,0,2,1,0,21,15,21,30,,
10216,1,2020,4,25,7,21,15,55,190,1,1,1,1,2,2,4,1,0,0,1895,33.99733611,-86.12445833,32,0,0,1,1,4,0,2,1,0,21,18,21,21,,
10217,1,2020,4,26,1,20,47,43,0,2,1,1,2,4,1,5,2,0,0,0,34.147475,-86.78220556,32,0,0,1,1,4,0,2,1,0,21,7,21,13,,
10218,1,2020,4,27,2,12,39,97,0,1,2,2,5,2,1,4,1,0,0,26,30.47284722,-88.358,12,6,0,2,3,1,0,1,1,0,12,43,13,3,13,30
10219,1,2020,4,28,3,15,53,123,0,1,1,1,2,4,1,7,2,0,0,0,32.97855833,-86.00443611,18,0,0,1,1,1,0,1,1,0,,,16,3,,
10220,1,2020,4,28,3,19,50,33,0,2,1,1,2,3,1,4,1,0,0,87,34.75636944,-87.513125,42,0,0,1,1,4,0,5,10,0,19,50,19,53,,
10221,1,2020,4,29,4,6,35,37,0,1,1,1,2,2,1,3,1,1,0,549,33.03813056,-86.12740278,24,0,0,1,1,4,0,1,10,0,6,35,6,53,,
10222,1,2020,4,29,4,10,40,33,0,1,2,2,2,2,1,3,1,1,0,3059,34.64282778,-87.65159444,12,6,0,2,3,1,0,1,1,0,10,40,10,55,,
10223,1,2020,5,1,6,19,0,73,1716,1,1,1,1,4,2,4,4,0,0,0,33.40238889,-86.786608330000007,30,0,0,1,1,4,0,1,1,0,19,0,19,6,,
10224,1,2020,5,2,7,14,20,79,0,1,1,1,1,4,1,6,2,0,0,0,34.57855833,-87.45148611,42,0,0,1,1,4,0,1,1,0,14,22,14,36,,
10225,1,2020,5,2,7,7,20,115,2410,1,1,1,1,3,2,4,1,0,0,0,33.5888,-86.30544167,42,0,0,1,1,4,0,4,1,0,7,20,7,35,,
10226,1,2020,5,2,7,15,45,49,0,1,2,2,2,3,1,5,1,0,0,143,34.3536,-85.67762222,12,2,0,1,1,1,0,1,1,0,,,16,5,,
10227,1,2020,5,3,1,14,28,115,0,1,1,1,6,2,1,4,1,0,0,2449,33.91050833,-86.33626944,34,0,0,1,1,4,0,1,1,0,14,28,14,36,,
10228,1,2020,5,3,1,16,48,3,1943,1,2,2,4,2,2,3,1,1,0,565,30.60624722,-87.74058333,12,2,0,1,1,1,0,1,1,0,,,17,7,,
10229,1,2020,5,4,2,17,30,63,0,2,1,1,2,4,1,5,2,0,0,0,32.83405833,-88.06528889,1,0,0,1,1,4,0,1,1,0,17,34,17,48,,
10230,1,2020,5,5,3,12,52,83,9997,1,1,1,1,3,1,3,1,1,0,730,34.628375,-86.92428333,34,0,0,1,1,3,0,1,10,0,12,53,13,6,,
10231,1,2020,5,5,3,20,0,125,0,1,1,1,2,4,1,7,2,0,0,0,33.50555278,-87.75750833,35,0,0,1,1,4,0,5,1,0,20,14,20,45,21,48
10232,1,2020,5,5,3,20,31,97,0,1,2,2,5,4,2,7,2,0,0,0,30.808275,-88.31653611,12,2,0,1,1,1,0,2,1,0,20,36,20,45,21,58
10233,1,2020,5,5,3,22,35,89,1730,1,2,2,3,6,2,3,4,1,0,0,34.71951944,-86.57361944,12,6,0,2,2,1,0,3,10,0,22,36,22,41,,
10234,1,2020,5,9,7,5,0,21,0,1,1,1,1,3,1,4,1,0,0,73,32.93655833,-86.61577222,34,0,0,3,3,4,0,2,1,0,6,17,6,32,,
10235,1,2020,6,28,1,13,49,81,0,1,1,1,1,4,2,5,2,0,0,0,32.51580556,-85.09479722,32,0,0,8,1,4,0,1,1,0,14,5,14,17,14,44
10236,1,2020,2,23,1,21,50,97,2100,1,2,2,3,2,2,4,1,0,0,172,30.69829722,-88.23828889,12,6,0,2,3,1,0,2,1,0,22,7,22,15,22,40
10237,1,2020,5,17,1,17,5,123,550,1,1,1,1,3,1,5,1,0,0,,32.82139444,-85.60930833,42,0,0,1,1,4,0,1,1,0,17,5,17,34,,
10238,1,2020,2,2,1,17,52,73,350,1,1,1,1,6,2,3,4,0,0,0,33.58699722,-86.68313889,8,0,0,1,1,1,0,1,1,0,17,52,17,53,,
10239,1,2020,1,26,1,18,40,103,2545,1,3,3,2,3,2,3,1,1,0,330,34.51267222,-86.87813889,8,0,0,1,1,1,0,2,10,0,18,40,19,50,,
10240,1,2020,1,26,1,12,21,31,1030,1,2,2,7,3,2,4,1,0,0,20,31.37155833,-85.88556944,12,6,0,2,3,1,0,1,10,0,12,21,12,28,,
10242,1,2020,6,26,6,5,10,73,330,1,1,1,1,1,2,1,1,1,0,38,33.33520556,-86.94613333,8,0,0,1,1,1,0,4,10,0,5,12,5,29,,
10243,1,2020,6,25,5,1,32,97,0,1,1,1,2,1,2,1,1,1,0,90,30.75,-88.09726111,8,0,0,1,1,1,1,3,10,0,1,36,1,49,,
10244,1,2020,6,14,1,2,50,73,0,1,1,1,1,1,2,1,1,1,0,2670,33.48442222,-86.918825,39,0,0,1,1,4,0,3,1,0,2,50,2,58,,
10245,1,2020,6,11,5,21,43,115,0,1,2,2,4,1,2,1,1,1,0,1478,33.69986389,-86.52506667,12,1,1,18,1,1,0,2,1,0,21,43,21,55,,
10246,1,2020,6,7,1,4,16,117,2405,1,1,1,2,1,2,1,1,1,0,2450,33.31902222,-86.78682778,30,0,0,1,1,4,0,2,1,0,4,17,4,28,,
10247,1,2020,6,7,1,0,53,3,0,1,1,1,1,1,1,1,1,1,0,450,31.02217778,-87.65139167,34,0,0,1,1,3,0,2,2,0,,,,,,
10248,1,2020,6,4,5,19,36,73,0,1,1,1,3,1,2,1,1,1,0,1180,33.47441667,-86.92891667,8,0,0,1,1,1,0,5,1,0,,,20,10,,
10249,1,2020,6,4,5,6,4,83,9997,1,3,3,4,1,1,1,1,1,0,3390,34.60429444,-86.89833889,12,1,0,1,1,1,0,1,1,0,6,7,6,18,,
10250,1,2020,6,2,3,15,58,83,0,1,1,1,1,1,2,1,1,1,0,3562,34.85634444,-86.92805,38,0,0,1,1,4,0,1,1,0,,,16,10,,
10251,1,2020,6,1,2,12,8,13,0,1,1,1,2,1,1,1,1,1,0,1058,31.56023611,-86.86529167,42,0,0,1,1,4,0,1,10,0,12,14,12,23,13,38
10252,1,2020,5,29,6,1,0,83,0,1,2,2,2,1,2,1,1,1,0,3516,34.79078333,-86.9392,12,2,0,1,1,1,0,2,1,0,1,0,1,10,,
10253,1,2020,5,27,4,13,0,101,0,2,1,1,2,1,1,1,1,1,0,1600,32.21713333,-86.39986389,1,0,0,1,1,4,0,1,2,0,13,11,13,33,,
10254,1,2020,5,27,4,1,15,3,0,1,1,1,2,1,1,1,1,1,0,536,30.62780278,-87.60538333,42,0,0,1,1,4,0,2,10,0,1,15,1,38,,
10255,1,2020,4,25,7,8,12,97,2100,1,2,2,2,3,2,3,1,1,0,38,30.57955556,-88.08345278,12,6,0,1,1,1,0,1,1,0,8,27,8,34,,
10256,1,2020,5,2,7,10,55,89,0,1,2,2,4,4,1,5,2,0,0,0,34.943600000000004,-86.48232778,12,6,0,2,3,1,0,1,1,0,11,2,11,13,11,42
10257,1,2020,5,6,4,7,30,15,0,1,2,2,4,2,1,3,1,1,0,2471,33.85326944,-85.91561667,12,6,0,2,2,1,0,1,1,0,7,33,7,40,,
10258,1,2020,5,10,1,20,50,21,0,1,1,1,1,4,1,5,2,0,0,0,33.0024,-86.86798889,42,0,0,3,3,4,0,3,1,0,,,,,,
10259,1,2020,5,10,1,1,5,115,2410,1,1,1,1,6,2,7,4,0,0,0,33.54635278,-86.21763889,42,0,0,1,1,5,0,2,1,0,1,5,1,17,,
10260,1,2020,5,11,2,8,55,107,0,1,3,3,3,2,1,3,1,1,0,93,33.41402778,-88.151575,12,1,0,1,1,1,0,1,1,0,,,9,20,,
10261,1,2020,5,13,4,21,4,15,100,1,1,1,1,6,2,4,4,0,0,0,33.62515278,-85.8317,8,0,0,1,1,1,0,3,10,0,21,26,21,30,22,13
10262,1,2020,5,13,4,12,58,57,0,1,1,1,1,3,1,4,1,0,0,509,33.895725,-87.813647219999993,42,0,0,1,1,4,0,1,1,0,12,57,13,6,13,33
10263,1,2020,5,13,4,20,35,55,0,1,2,2,2,2,1,3,1,1,0,1479,33.96368333,-85.75076111,12,6,0,1,1,1,0,2,1,0,20,42,20,51,21,35
10264,1,2020,5,14,5,17,0,47,0,1,2,2,3,2,1,3,1,1,0,780,32.43849167,-87.11839167,12,6,0,2,3,1,0,1,1,0,17,6,17,38,18,13
10265,1,2020,5,16,7,17,53,87,0,1,1,1,1,4,1,5,1,0,0,0,32.45634167,-85.76093333,5,0,0,1,1,1,0,1,1,0,18,4,18,5,,
10266,1,2020,5,16,7,15,55,103,0,1,1,1,1,4,1,7,2,0,0,0,34.33459444,-86.85260833,42,0,0,1,1,4,0,1,1,0,,,16,5,,
10267,1,2020,5,16,7,17,55,3,0,1,3,3,13,4,1,4,2,0,0,0,30.58741667,-87.66623611,53,0,0,1,1,4,0,1,1,0,17,56,18,14,18,43
10268,1,2020,5,16,7,12,7,73,350,1,2,2,4,3,2,4,1,0,0,1339,33.51181667,-86.84919722,12,6,0,2,2,1,0,1,1,0,12,7,12,46,,
10269,1,2020,5,16,7,0,20,89,1730,1,1,1,1,3,2,3,4,1,0,960,34.73606111,-86.60955,8,0,0,3,3,1,0,3,1,0,0,20,0,24,,
10270,1,2020,5,17,1,20,24,97,0,1,1,1,1,4,2,7,2,0,0,0,30.771325,-88.26853333,8,0,0,1,1,1,0,2,2,0,20,24,20,41,,
10271,1,2020,5,18,2,6,20,63,0,1,1,1,2,2,1,5,1,0,0,390,32.80212778,-87.95875278,32,0,0,1,1,4,0,1,1,0,6,20,6,41,,
10272,1,2020,5,17,1,11,58,121,0,1,2,2,5,4,1,5,2,0,0,0,33.36948889,-86.23785,12,6,0,2,2,1,0,1,2,0,12,0,12,13,13,37
10273,1,2020,5,17,1,23,30,99,0,3,2,2,4,3,1,4,1,0,0,502,31.61683333,-87.25696667,12,2,0,1,1,1,0,2,10,0,11,30,11,58,,
10274,1,2020,5,18,2,14,30,27,0,1,1,1,1,4,1,5,2,0,0,0,33.12975833,-85.85993056,34,0,0,1,1,4,0,1,10,0,,,19,15,,
10275,1,2020,5,18,2,16,35,71,0,1,1,1,1,4,1,7,2,0,0,0,34.74339167,-86.05028611,1,0,0,1,1,4,0,1,10,0,16,35,16,50,,
10276,1,2020,5,21,5,19,10,83,0,3,2,2,4,2,1,3,1,1,0,681,34.79075,-87.0895,12,6,0,2,2,1,0,1,10,0,19,15,19,43,20,13
10277,1,2020,5,21,5,13,10,129,0,1,2,2,3,2,1,3,1,1,0,469,31.393575,-88.03842778,12,6,0,1,1,1,0,1,2,0,13,10,13,30,,
10278,1,2020,5,21,5,6,45,21,0,1,2,2,2,3,1,4,1,0,0,572,32.80740556,-86.79234167,12,6,0,1,1,1,0,1,1,0,,,,,,
10279,1,2020,5,22,6,17,40,97,0,1,4,4,4,4,2,3,2,1,0,0,30.60253889,-88.22516667,12,6,0,2,3,1,1,1,1,0,17,40,,,,
10280,1,2020,5,23,7,15,50,97,0,1,1,1,1,3,1,5,1,0,0,0,30.89222222,-88.27081111,1,0,0,1,1,4,0,1,1,0,15,47,15,59,16,0
10281,1,2020,5,23,7,22,18,1,0,1,1,1,1,4,1,5,2,0,0,0,32.54316944,-86.51496667,30,0,0,1,1,4,0,2,2,0,,,,,,
10282,1,2020,5,23,7,21,33,81,0,1,2,2,3,3,1,4,1,0,0,166,32.52289722,-85.26249167,12,2,0,1,1,1,0,2,10,0,21,39,21,53,22,49
10283,1,2020,5,24,1,21,0,65,0,1,1,1,2,3,1,5,1,0,0,449,32.59497222,-87.59230556,42,0,0,1,1,4,0,2,2,0,21,0,21,33,,
10284,1,2020,5,24,1,3,20,15,100,1,1,1,1,6,2,5,4,0,0,0,33.63825833,-85.82965,43,0,0,1,1,4,0,3,10,0,3,20,3,26,,
10285,1,2020,5,24,1,14,19,117,0,1,1,1,4,4,1,7,2,0,0,0,33.44654444,-86.602175,42,0,0,1,1,4,0,1,1,0,14,19,14,26,,
10286,1,2020,5,25,2,19,4,109,510,1,1,1,1,6,1,7,4,0,0,0,31.725175,-85.81120556,42,0,0,1,1,4,0,5,10,0,19,9,19,21,19,51
10287,1,2020,5,26,3,9,35,49,0,1,1,1,1,4,1,5,2,0,0,0,34.27222778,-85.78463056,1,0,0,1,1,4,0,1,10,0,9,35,9,51,,
10288,1,2020,5,26,3,13,58,97,2100,1,2,2,2,3,2,3,1,1,0,258,30.69211944,-88.06313611,12,6,0,2,3,1,0,1,10,0,14,1,14,5,14,16
10289,1,2020,5,27,4,14,10,89,0,1,1,1,2,4,2,5,2,0,0,0,34.76326944,-86.74956667,1,0,0,1,1,4,0,1,10,0,14,10,14,12,,
10290,1,2020,5,27,4,17,0,5,0,1,1,1,1,3,1,4,1,0,0,350,31.72708333,-85.60228056,59,0,0,1,1,4,0,1,1,0,17,0,17,0,,
10291,1,2020,5,28,5,7,30,73,3080,1,1,1,1,4,2,5,2,0,0,0,33.59986944,-86.56931111,42,0,0,1,1,4,0,1,2,0,7,30,7,37,,
10292,1,2020,5,28,5,10,50,83,0,1,2,2,3,2,1,3,1,1,0,654,34.79928333,-87.13911944,12,1,0,1,1,1,0,1,1,0,10,50,10,55,,
10293,1,2020,5,28,5,18,0,55,0,1,2,2,2,4,1,7,2,0,0,0,34.10298333,-86.26093611,12,2,0,2,4,1,0,1,1,0,18,15,18,27,18,54
10294,1,2020,5,28,5,20,5,89,0,2,2,2,4,4,1,4,2,0,0,0,34.86699444,-86.45536389,12,6,0,2,2,1,0,3,10,0,20,14,20,25,,
10295,1,2020,5,28,5,21,46,127,0,1,1,1,1,3,1,4,1,0,0,1806,33.92352222,-87.39382778,32,0,0,1,1,4,0,2,1,0,22,24,22,38,,
10296,1,2020,5,28,5,10,48,89,1730,1,2,2,3,6,2,5,4,0,0,0,34.74972778,-86.67482222,12,6,0,1,1,1,0,1,2,0,10,48,10,58,,
10297,1,2020,5,29,6,0,30,77,0,1,1,1,1,3,1,3,1,0,0,850,34.93388333,-87.76369722,23,0,0,1,1,4,0,2,1,0,0,41,1,15,,
10298,1,2020,5,30,7,10,15,87,0,2,2,2,2,2,1,4,1,0,0,1795,32.46215556,-85.60700556,12,2,0,1,1,1,0,1,1,0,10,15,10,35,,
10299,1,2020,5,30,7,5,59,73,350,1,1,1,2,4,2,5,2,0,0,0,33.32659444,-86.95660556,42,0,0,1,1,4,0,1,1,0,5,59,6,9,,
10300,1,2020,5,30,7,18,15,47,0,1,2,2,7,2,2,3,1,1,0,900,32.34969722,-86.96529167,12,6,0,2,3,1,0,1,1,0,18,15,18,45,,
10301,1,2020,5,31,1,16,0,13,0,1,2,2,3,2,1,4,1,0,0,1352,31.78958889,-86.6285,12,6,0,2,2,1,0,1,1,0,16,15,16,21,16,36
10302,1,2020,5,31,1,20,30,49,0,1,1,1,1,4,1,5,2,0,0,0,34.32457778,-85.97091667,42,0,0,1,1,4,0,5,1,0,20,30,20,39,21,7
10303,1,2020,5,31,1,21,0,95,0,1,2,2,2,3,1,4,1,0,0,2746,34.36127778,-86.40188333,12,2,0,1,1,1,0,3,1,0,20,45,21,10,21,54
10304,1,2020,6,1,2,23,45,111,0,1,1,1,2,4,1,5,2,0,0,0,33.238375,-85.64159444,42,0,0,1,1,4,0,2,1,0,1,6,1,44,2,43
10305,1,2020,6,1,2,18,3,15,2370,1,2,2,3,3,2,3,1,1,0,2500,33.60333611,-85.83230556,12,98,0,1,1,1,0,1,10,0,18,3,18,9,18,25
10306,1,2020,6,1,2,11,50,117,2405,1,2,2,3,2,2,3,1,1,0,2560,33.27134722,-86.80994167,12,6,0,2,3,1,0,1,1,0,12,0,12,33,13,14
10307,1,2020,6,3,4,18,59,125,3050,1,1,1,1,6,2,5,4,0,0,0,33.27745278,-87.53413889,34,0,0,1,1,4,0,1,10,0,19,5,19,13,19,27
10308,1,2020,6,4,5,23,14,89,1730,1,1,1,1,3,2,4,1,0,0,970,34.73899722,-86.60308056,8,0,0,3,2,1,0,3,1,0,23,14,23,16,,
10309,1,2020,6,5,6,23,15,55,0,1,1,1,1,2,2,3,1,1,0,2756,34.13234444,-86.12195,8,0,0,1,1,1,0,2,10,0,23,15,23,29,,
