st_case,state,year,month,day,day_week,hour,minute,county,city,fatals_crash,vehicles_total,vehicles_in_transport,persons_total,route,rural_urban,functional_system,road_owner,nhs,special_jurisdiction,milepoint,latitude,longitude,first_harmful_event,manner_collision,rel_jct_interchange,rel_jct_location,intersection_type,relation_to_road,work_zone,light_condition,weather,school_bus_related,ems_notified_hour,ems_notified_min,ems_arrival_hour,ems_arrival_min,hospital_hour,hospital_min
260666,26,2020,9,25,6,15,37,147,2558,1,2,2,2,4,2,4,2,0,0,150,42.98707778,-82.53721111,12,6,0,2,2,1,0,1,1,0,15,38,15,43,,
260667,26,2020,9,24,5,7,0,139,0,1,1,1,1,4,2,4,2,0,0,21,43.04546111,-85.82765,42,0,0,1,1,4,0,4,5,0,7,0,7,13,,
260668,26,2020,9,28,2,3,20,77,0,1,1,1,1,3,1,4,1,0,0,14,42.40509444,-85.50771111,24,0,0,1,1,4,0,2,2,0,3,49,4,9,,
260669,26,2020,9,28,2,19,29,99,1009,1,1,1,1,4,2,3,2,1,0,22,42.56515,-82.95079167,8,0,0,2,2,1,0,3,2,0,19,31,19,35,,
260670,26,2020,7,26,1,2,40,163,4295,1,2,2,2,4,2,3,2,1,0,35,42.24091667,-83.38608333,12,8,0,1,1,1,0,2,1,0,2,43,2,49,,
260671,26,2020,9,3,5,11,18,125,1652,1,2,2,2,6,2,3,4,1,0,2,42.52839167,-83.36177778,12,6,0,8,1,1,0,1,1,0,11,18,11,22,,
260672,26,2020,9,24,5,22,53,121,0,1,1,1,1,4,1,5,2,0,0,12,43.13698333,-85.92765,32,0,0,1,1,4,0,2,1,0,,,,,,
260673,26,2020,9,28,2,3,16,163,1260,1,1,1,1,6,2,7,4,0,0,10,42.40104722,-83.24819722,42,0,0,1,1,4,0,2,1,0,,,,,,
260674,26,2020,9,30,4,10,13,133,1620,1,2,2,3,2,1,3,1,1,0,147,43.90059444,-85.28081667,12,2,0,1,1,1,0,1,3,0,10,14,10,17,,0
260675,26,2020,9,16,4,4,41,91,0,1,1,1,1,3,1,4,1,0,0,153,41.88817222,-84.101925,42,0,0,1,1,4,0,2,1,0,3,54,4,4,,
260676,26,2020,9,25,6,4,32,125,0,1,1,1,1,1,2,1,1,1,0,439,42.83731111,-83.58076667,1,0,0,1,1,4,0,2,10,0,,,,,,
260677,26,2020,9,18,6,21,5,125,4567,2,1,1,6,2,2,3,1,1,0,16,42.46551944,-83.27866944,42,0,0,1,1,4,0,2,1,0,,,,,,
260678,26,2020,9,22,3,7,17,99,4154,1,1,1,1,4,2,4,2,0,0,21,42.73114444,-82.96006667,9,0,0,1,1,2,0,2,1,0,,,,,,
260679,26,2020,9,21,2,14,55,123,0,1,2,2,3,4,1,5,2,0,0,11,43.685425,-85.59828333,12,2,0,1,1,1,0,1,1,0,14,55,15,5,,
260680,26,2020,9,22,3,3,29,125,490,1,1,1,1,6,2,3,4,1,0,152,42.54742778,-83.18638056,8,0,0,3,2,1,0,2,1,0,,,,,,
260681,26,2020,9,26,7,18,40,127,0,1,2,2,4,4,1,5,2,0,0,70,43.80298889,-86.25828889,12,6,0,2,2,1,0,1,1,0,18,45,18,55,,
260682,26,2020,9,21,2,8,32,121,0,1,2,2,2,3,2,4,1,0,0,29,43.29368333,-86.20605,12,6,1,2,3,1,0,1,1,0,8,12,8,12,,
260683,26,2020,7,13,2,0,20,163,1260,1,2,1,2,6,2,7,4,0,0,6,42.44733056,-82.95851667,14,0,0,1,1,4,0,3,1,0,,,,,,
260684,26,2020,8,2,1,3,49,163,1260,1,1,1,1,6,2,2,4,1,0,0,42.39865833,-83.11018056,25,0,1,5,1,4,0,3,10,0,3,56,4,10,,
260685,26,2020,8,17,2,14,0,163,4815,1,2,2,2,1,2,1,1,1,0,137,42.26178056,-83.28909167,7,0,0,1,1,1,0,1,1,0,,,,,,
260686,26,2020,8,23,1,19,34,27,0,1,1,1,1,4,1,4,2,0,0,43,41.90050556,-86.17555,30,0,0,1,1,4,0,1,1,0,,,,,,
260687,26,2020,9,18,6,17,50,125,5255,1,6,6,9,1,2,1,1,1,0,73,42.49762778,-83.53377222,12,1,0,1,1,1,0,1,1,0,17,50,18,0,,
260688,26,2020,6,28,1,2,51,49,1730,1,1,1,2,6,2,3,4,1,0,0,43.02511944,-83.68030278,9,0,0,1,1,1,0,3,1,0,,,,,,
260689,26,2020,7,4,7,17,56,87,2110,1,1,1,1,4,1,7,2,0,0,0,42.93295278,-83.42767778,1,0,0,8,1,1,0,1,1,0,,,,,,
260690,26,2020,9,7,2,17,34,87,0,1,2,2,2,4,1,4,2,0,0,13,43.04146111,-83.44397778,12,2,0,8,1,1,0,1,1,0,,,,,,
260691,26,2020,10,1,5,21,51,147,0,1,1,1,3,4,2,5,2,0,0,7,42.63780278,-82.5453,53,0,0,1,1,4,0,3,10,0,21,55,22,1,,
260692,26,2020,10,1,5,16,20,163,1260,1,2,2,3,6,2,7,4,0,0,12,42.44593889,-82.98062778,12,6,0,2,2,1,0,1,2,0,,,,,,
260693,26,2020,10,4,1,3,50,163,1260,1,2,2,1,4,2,4,2,0,0,41,42.44094444,-83.03820278,12,1,0,1,1,1,0,3,2,0,,,,,,
260694,26,2020,10,6,3,16,27,105,0,1,1,1,1,2,1,3,1,1,0,51,43.95571944,-86.34929167,9,0,0,1,1,1,0,1,10,0,16,27,16,32,,
260695,26,2020,10,1,5,21,25,163,1260,1,1,1,1,6,2,3,4,1,0,180,42.37252778,-83.20146111,8,0,0,1,1,1,0,3,1,0,,,,,,
260696,26,2020,7,25,7,9,56,99,5110,1,3,3,5,6,2,4,4,0,0,20,42.47672778,-83.0652,12,7,0,2,2,1,0,1,1,0,,,,,,
260697,26,2020,8,11,3,8,30,163,1260,1,1,1,1,3,2,3,1,1,0,73,42.45022778,-82.94125278,9,0,0,2,2,1,0,1,1,0,,,,,,
260698,26,2020,10,4,1,5,17,49,1730,1,1,1,1,3,2,3,1,1,0,64,42.99660278,-83.65372222,8,0,0,1,1,1,0,3,2,0,5,17,5,25,,
260699,26,2020,10,4,1,19,21,161,0,1,2,2,4,4,2,5,2,0,0,90,42.17925833,-83.64021944,12,6,0,1,1,1,0,5,10,0,19,23,19,27,,
260700,26,2020,10,2,6,20,33,73,0,1,2,2,2,4,1,4,2,0,0,53,43.54410278,-84.68756944,12,2,0,1,1,1,0,2,1,0,20,34,20,40,,
260701,26,2020,10,1,5,14,12,65,2700,1,2,2,2,3,2,3,1,1,0,8,42.71727778,-84.56775833,12,6,0,2,2,1,0,1,2,0,14,13,14,21,,
260702,26,2020,10,2,6,5,36,163,1260,1,1,1,1,3,2,3,1,1,0,6,42.43950278,-83.12,30,0,0,1,1,4,0,3,1,0,,,,,,
260703,26,2020,10,5,2,18,28,163,1260,1,2,2,6,4,2,4,2,0,0,74,42.35771944,-83.22616667,12,6,0,2,2,1,0,1,1,0,,,,,,
260704,26,2020,10,4,1,21,36,163,1260,1,4,1,1,6,2,5,4,0,0,0,42.36401944,-83.21731389,14,0,0,1,1,7,0,3,1,0,,,,,,
260705,26,2020,10,7,4,20,42,79,0,1,1,1,2,4,1,7,2,0,0,55,44.69936667,-85.10196389,34,0,0,1,1,4,0,2,1,0,20,48,,,,
260706,26,2020,10,6,3,14,25,163,1260,1,1,1,1,3,2,3,1,1,0,52,42.44937778,-82.98188333,40,0,0,1,1,4,0,1,1,0,,,,,,
260707,26,2020,10,4,1,16,25,25,0,1,2,2,2,3,1,4,1,0,0,32,42.09971667,-85.09469722,12,6,0,2,2,1,0,1,1,0,16,27,16,40,,
260708,26,2020,10,9,6,18,40,99,4210,1,2,2,2,4,2,5,2,0,0,63,42.79742778,-82.73356667,12,6,0,2,3,1,0,1,1,0,18,40,18,49,,
260709,26,2020,10,7,4,23,57,49,1731,1,1,1,1,6,2,4,4,0,0,1,42.99044167,-83.71346667,8,0,0,1,1,1,0,2,1,0,,,,,,
260710,26,2020,10,10,7,22,27,163,1260,1,2,2,3,3,2,3,1,1,0,40,42.37878333,-83.01466667,12,6,0,2,2,1,0,1,1,0,,,,,,
260711,26,2020,10,12,2,11,59,159,0,3,4,2,3,4,1,7,2,0,0,64,42.4191,-86.12934444,12,1,0,3,2,1,0,1,10,0,12,1,12,4,,
260712,26,2020,10,10,7,14,31,155,0,1,2,2,4,4,1,6,2,0,0,70,42.95454167,-84.233075,12,2,0,1,1,1,0,1,10,0,,,,,,
260713,26,2020,10,3,7,21,48,15,2220,2,2,2,5,6,2,4,4,0,0,92,42.65363333,-85.27263889,12,2,0,1,1,1,0,1,10,0,21,51,21,56,,
260714,26,2020,10,12,2,22,51,163,1260,1,1,1,4,6,2,4,4,0,0,17,42.40764444,-83.06514167,30,0,0,1,1,4,0,3,2,0,,,,,,
260715,26,2020,10,8,5,11,13,65,2700,1,2,2,2,2,2,1,1,1,0,61,42.70750278,-84.50528889,12,1,0,1,1,1,0,1,1,0,,,,,,
260716,26,2020,10,11,1,16,45,45,0,1,2,2,2,3,1,4,1,0,0,0,42.42268056,-84.64923889,12,6,0,2,4,1,0,1,1,0,16,44,16,59,,
260717,26,2020,10,5,2,15,14,81,5319,1,1,1,1,6,2,3,4,1,0,91,42.89313889,-85.66509722,8,0,0,3,3,1,0,1,1,0,,,,,,
260718,26,2020,10,12,2,9,56,161,0,1,1,1,1,1,2,1,1,1,0,131,42.29860833,-83.87805278,21,0,0,1,1,4,0,1,1,0,,,,,,
260719,26,2020,10,13,3,6,40,43,4352,1,1,1,1,3,1,3,1,1,0,86,45.95256389,-88.03696944,1,0,0,1,1,4,0,2,1,0,7,40,8,0,,
260720,26,2020,10,13,3,15,26,99,1009,1,2,2,2,4,2,5,2,0,0,4,42.546075,-82.910425,12,1,0,3,2,1,0,1,1,0,15,27,15,31,,
260721,26,2020,10,14,4,16,30,125,0,2,4,4,6,3,2,3,1,1,0,146,42.65988333,-83.40586389,12,1,0,3,2,1,0,1,10,0,16,31,16,35,,
260722,26,2020,10,7,4,11,6,163,1260,1,2,2,4,3,2,3,1,1,0,60,42.40635833,-82.99654444,12,6,0,2,2,1,0,1,1,0,,,,,,
260723,26,2020,10,16,6,3,0,37,0,1,1,1,1,4,2,7,2,0,0,8,42.77513611,-84.426775,42,0,0,1,1,4,0,2,1,0,3,11,3,24,,
260724,26,2020,10,17,7,3,1,25,310,1,1,1,1,4,2,6,2,0,0,3,42.36274444,-85.27918333,59,0,0,1,1,4,0,2,2,0,3,5,3,16,,
260725,26,2020,10,19,2,21,47,147,0,1,1,1,1,3,1,5,1,0,0,124,43.04485556,-82.52429444,91,0,0,3,3,4,0,3,2,0,21,51,21,57,,
260726,26,2020,10,13,3,12,45,149,0,1,2,2,3,2,1,3,1,1,0,216,41.80209722,-85.34685278,12,2,0,1,1,1,0,1,1,0,12,49,13,10,,
260727,26,2020,10,19,2,21,30,165,0,1,2,2,2,3,1,3,1,1,0,20,44.41014167,-85.69917778,12,6,0,2,2,1,0,2,2,0,21,33,21,48,,
260728,26,2020,10,14,4,10,50,67,0,1,2,2,2,3,1,4,1,0,0,51,42.93828056,-85.21381389,12,6,0,2,2,1,0,1,10,0,,,,,,
260729,26,2020,10,21,4,5,56,125,0,1,1,1,1,3,2,3,1,1,0,110,42.656125,-83.47478333,8,0,0,1,1,1,0,2,2,0,,,,,,
260730,26,2020,10,25,1,1,11,5,0,1,1,1,2,3,1,4,1,0,0,5,42.630425,-85.66375556,24,0,0,3,2,4,0,2,1,0,1,14,1,23,,
260731,26,2020,10,14,4,7,38,75,0,1,1,1,1,4,1,7,2,0,0,46,42.30547222,-84.67896667,8,0,0,1,1,1,0,4,10,0,,,,,,
260732,26,2020,10,9,6,20,34,145,0,1,2,2,2,3,1,4,1,0,0,19,43.26631944,-83.95251111,12,6,0,2,3,1,0,2,1,0,,,,,,
260733,26,2020,10,23,6,17,30,103,0,1,2,2,7,3,2,4,1,0,0,170,46.50879444,-87.41996111,12,6,0,1,1,1,0,1,4,0,,,,,,
260734,26,2020,10,14,4,21,40,67,0,1,1,1,2,4,1,5,2,0,0,7,42.96582778,-85.29635,1,0,0,1,1,1,0,2,1,0,21,45,21,59,,
260735,26,2020,10,26,2,3,12,49,0,1,2,2,1,1,1,1,1,1,0,25,42.96461389,-83.87924444,8,0,0,1,1,1,0,2,10,0,,,,,,
260736,26,2020,10,16,6,7,20,139,0,1,2,2,2,3,2,3,1,1,0,121,42.90310278,-85.79140556,12,2,0,1,1,1,0,4,1,0,7,20,7,25,,
260737,26,2020,10,16,6,17,38,65,0,1,2,2,3,4,1,4,2,0,0,51,42.58226111,-84.50319722,12,6,0,2,2,1,0,1,10,0,17,38,17,45,,
260738,26,2020,10,12,2,15,21,121,3450,1,2,1,1,6,2,5,4,0,0,6,43.22889167,-86.25502778,42,0,0,1,1,4,0,1,10,0,,,,,,
260739,26,2020,10,16,6,15,20,99,1810,1,2,2,5,4,2,4,2,0,0,70,42.55355833,-82.95035,12,6,0,2,2,1,0,1,1,0,15,21,15,28,,
260740,26,2020,10,19,2,14,56,93,0,1,2,2,2,4,1,6,2,0,0,9,42.66078056,-84.05376111,12,6,0,2,2,1,0,1,10,0,14,57,15,4,,
260741,26,2020,10,20,3,5,12,77,4200,1,1,1,3,3,1,4,1,0,0,4,42.41675,-85.51941111,42,0,0,1,1,4,0,4,10,0,5,15,5,30,,
260742,26,2020,10,8,5,19,45,81,2010,1,1,1,2,4,2,4,2,0,0,37,42.99883056,-85.59751667,8,0,0,1,1,1,0,2,1,0,,,,,,
260743,26,2020,10,8,5,21,40,163,1260,1,2,2,2,6,2,4,4,0,0,1,42.30597778,-83.12327778,12,6,0,2,3,1,0,3,1,0,,,,,,
260744,26,2020,10,21,4,6,10,35,0,1,1,1,1,3,1,4,1,0,0,257,43.988775,-84.61103056,8,0,0,1,1,1,0,2,2,0,6,13,6,21,,
260745,26,2020,10,5,2,12,40,99,5110,1,2,2,4,6,2,4,4,0,0,45,42.51384722,-83.00723611,12,2,0,1,1,1,0,1,1,0,,,,,,
260746,26,2020,10,22,5,7,30,123,0,1,2,2,2,4,1,5,2,0,0,29,43.33675,-85.74127778,12,6,0,2,2,1,0,2,2,0,7,22,7,45,,
260747,26,2020,10,25,1,8,43,87,0,1,1,1,1,4,1,5,2,0,0,7,43.24784722,-83.24534167,31,0,0,1,1,4,0,9,99,0,,,,,,
260748,26,2020,10,27,3,19,0,125,4905,1,1,1,3,4,2,3,2,1,0,192,42.54921111,-83.10753889,8,0,0,3,2,1,0,3,10,0,19,2,19,7,,
260749,26,2020,10,26,2,7,12,163,4270,1,2,2,2,1,2,1,1,1,0,9,42.08070833,-83.24375278,20,0,1,19,1,8,0,2,10,0,,,,,,
260750,26,2020,10,30,6,2,5,115,0,1,2,2,3,2,2,3,1,1,0,13,41.74645278,-83.53636667,12,1,0,1,1,1,0,2,10,0,2,13,2,18,,
260751,26,2020,10,21,4,17,50,49,1731,1,2,2,3,4,2,3,2,1,0,101,42.98854167,-83.74116944,12,6,0,2,3,1,0,1,1,0,,,,,,
260752,26,2020,10,28,4,11,57,93,0,1,2,2,3,4,2,3,2,1,0,244,42.51808611,-83.74573889,12,6,0,2,98,1,0,1,1,0,11,58,12,14,,
260753,26,2020,10,17,7,20,34,99,4521,1,2,2,3,4,2,4,2,0,0,29,42.70126944,-83.05463333,12,2,0,1,1,1,0,3,1,0,20,41,20,43,,
260754,26,2020,10,18,1,3,13,125,0,1,2,2,3,1,2,1,1,1,0,269,42.71101389,-83.33523056,12,1,0,1,1,1,0,2,1,0,,,,,,
260755,26,2020,10,27,3,13,41,67,4070,1,2,2,2,6,2,5,4,0,0,0,42.87015278,-84.90009167,12,2,0,1,1,1,0,1,2,0,,,,,,
260756,26,2020,10,19,2,14,6,77,3727,1,1,1,1,3,1,4,1,0,0,8,42.29525556,-85.74833889,53,0,0,1,1,4,0,1,1,0,14,6,14,8,,
260757,26,2020,10,11,1,16,34,145,487,1,4,4,13,3,1,4,1,0,0,4,43.2502,-83.77383889,12,6,0,2,2,1,0,1,1,0,,,,,,
260758,26,2020,10,30,6,4,58,149,0,1,1,1,1,4,1,5,2,0,1,40,41.82323889,-85.69020833,9,0,0,1,1,1,0,2,2,0,5,2,5,13,,
260759,26,2020,10,27,3,16,17,107,480,1,1,1,1,3,2,3,1,1,0,165,43.69425,-85.48384444,8,0,0,3,3,1,0,1,1,0,16,20,16,21,,
260760,26,2020,10,8,5,0,10,159,0,1,1,1,1,4,1,7,2,0,0,5,42.07151667,-86.06945556,42,0,0,1,1,4,0,2,1,0,,,,,,
260761,26,2020,10,25,1,7,8,163,738,1,1,1,1,2,2,3,1,1,0,18,42.26407222,-83.51495278,8,0,0,3,3,1,0,2,1,0,7,9,7,15,,
260762,26,2020,10,30,6,21,54,67,0,1,1,1,1,4,1,5,2,0,0,13,42.96909722,-85.1119,42,0,0,1,1,4,0,2,1,0,21,55,22,18,,
260763,26,2020,8,30,1,21,15,115,0,1,1,1,1,4,1,7,2,0,0,62,41.945575,-83.52511389,31,0,0,1,1,4,0,2,1,0,21,23,21,32,,
260764,26,2020,10,3,7,9,0,163,1260,1,1,1,1,6,2,4,4,0,0,37,42.43328056,-83.07390833,8,0,0,1,1,1,0,1,1,0,,,,,,
260765,26,2020,10,2,6,7,12,55,0,1,1,1,1,4,2,4,2,0,0,35,44.73420278,-85.56344167,8,0,0,1,1,1,0,2,2,0,7,14,7,17,,
260766,26,2020,8,23,1,23,30,163,1260,1,1,1,1,3,2,2,1,1,0,100,42.36671667,-83.21655833,31,0,0,1,1,4,0,6,1,0,,,,,,
260767,26,2020,10,21,4,4,40,71,0,1,1,1,1,2,1,3,1,1,0,19,46.17858056,-88.95609444,32,0,0,1,1,4,0,2,11,0,,,,,,
260768,26,2020,9,11,6,22,30,163,1260,1,1,1,1,6,2,3,4,1,0,70,42.376275,-83.1781,8,0,0,3,3,1,0,3,10,0,,,,,,
260769,26,2020,10,24,7,15,1,161,5330,1,5,5,6,1,2,1,1,1,0,291,42.22855278,-83.61769167,12,1,0,1,1,1,0,1,1,0,,,,,,
260770,26,2020,10,18,1,15,8,151,3870,1,1,1,1,6,1,7,4,0,0,1,43.25865833,-82.81520278,8,0,0,3,2,1,0,1,1,0,15,23,15,23,,
260771,26,2020,10,7,4,0,43,163,1212,1,3,3,6,3,2,3,1,1,0,120,42.3262,-83.31149444,12,6,0,2,2,1,0,3,1,0,,,,,,
260772,26,2020,10,29,5,2,19,11,0,1,1,1,2,4,1,5,2,0,0,47,44.04617222,-83.96085556,42,0,0,1,1,4,0,2,1,0,2,20,2,35,,
260773,26,2020,10,31,7,22,7,163,2430,1,2,2,2,4,2,3,2,1,0,134,42.30178889,-83.3104,12,1,0,1,1,1,0,3,1,0,,,,,,
260774,26,2020,11,1,1,3,23,163,1260,1,1,1,1,3,2,3,1,1,0,82,42.43402222,-82.97838056,8,0,0,2,3,1,0,3,1,0,,,,,,
260775,26,2020,8,25,3,16,6,147,0,4,2,2,4,4,1,7,2,0,0,31,42.68843056,-82.58828056,12,6,0,2,2,1,0,1,1,0,,,,,,
260776,26,2020,10,12,2,0,26,125,1652,1,1,1,4,3,2,2,1,1,0,151,42.45930556,-83.3968,8,0,0,1,1,1,0,2,1,0,0,26,0,34,,
260777,26,2020,10,17,7,1,5,133,0,1,1,1,3,4,1,6,2,0,0,50,44.14609167,-85.21802778,42,0,0,1,1,4,0,2,1,0,1,25,1,36,,
260778,26,2020,11,7,7,14,24,49,1730,1,3,3,5,6,2,4,4,0,0,38,43.06722778,-83.71417778,12,8,0,3,2,1,0,1,1,0,14,26,14,29,,
260779,26,2020,11,7,7,1,42,161,0,2,2,1,1,1,2,1,1,1,0,310,42.23148056,-83.58435556,14,0,0,1,1,5,1,2,1,0,,,,,,
260780,26,2020,11,4,4,20,33,145,0,1,1,1,4,4,1,7,2,0,0,45,43.45414722,-83.87504167,34,0,0,1,1,4,0,2,1,0,20,34,20,37,,
260781,26,2020,11,10,3,5,21,147,0,1,1,1,1,4,1,5,2,0,0,65,42.98926944,-82.68049167,1,0,0,1,1,4,0,3,1,0,5,23,5,30,,
260782,26,2020,11,10,3,11,35,93,0,1,1,1,1,4,1,4,2,0,0,33,42.66068333,-84.08502778,42,0,0,1,1,4,0,1,1,0,11,35,11,35,,
260783,26,2020,11,10,3,18,49,125,4020,2,1,1,2,6,2,7,4,0,0,4,42.65898056,-83.30815,3,0,0,3,3,6,0,3,1,0,18,54,18,59,,
260784,26,2020,11,9,2,23,30,163,1260,2,2,2,3,6,2,7,4,0,0,7,42.26995833,-83.1591,12,6,0,2,2,1,0,2,1,0,,,,,,
260785,26,2020,11,4,4,0,27,21,420,1,3,2,4,3,2,3,1,1,0,8,42.11611944,-86.43436944,12,6,0,2,2,1,0,3,1,0,0,28,0,30,,
260786,26,2020,11,10,3,0,36,163,1260,1,3,3,3,6,2,3,4,1,0,85,42.39745833,-83.17890833,12,6,0,8,1,1,0,3,1,0,,,,,,
260787,26,2020,11,6,6,12,48,65,2700,1,1,1,1,3,2,3,1,1,0,37,42.69695833,-84.56738889,8,0,0,1,1,1,0,1,1,0,12,48,12,51,,
260788,26,2020,11,2,2,8,0,163,1260,1,2,2,4,3,2,3,1,1,0,87,42.44591944,-83.149475,12,6,0,2,3,1,0,1,10,0,,,,,,
260789,26,2020,11,13,6,18,28,135,0,1,1,1,1,4,1,7,2,0,0,5,44.65933889,-84.30199167,1,0,0,1,1,4,0,2,1,0,20,30,20,39,,
260790,26,2020,11,13,6,18,0,149,0,1,2,2,3,4,1,7,2,0,0,58,41.80950833,-85.60365833,12,6,0,2,2,1,0,2,1,0,,,,,,
260791,26,2020,11,14,7,21,5,27,0,2,1,1,2,3,1,4,1,0,0,127,41.98484167,-85.81273333,59,0,0,1,1,4,0,2,2,0,21,5,21,17,,
260792,26,2020,11,16,2,18,8,161,0,2,1,1,1,4,2,3,2,1,0,50,42.24528056,-83.67404167,8,0,0,2,2,1,0,2,1,0,18,10,18,13,,
260793,26,2020,11,13,6,4,0,5,3990,1,1,1,1,2,2,2,1,1,0,16,42.444375,-85.65828889,59,0,0,1,1,4,0,2,2,0,,,,,,
260794,26,2020,11,18,4,0,5,115,0,1,1,1,1,4,2,7,2,0,0,40,41.78500833,-83.60737222,30,0,0,1,1,4,0,2,1,0,0,13,0,17,,
260795,26,2020,11,16,2,22,55,163,1260,1,2,2,1,6,2,3,4,1,0,5,42.44675278,-83.09112778,12,1,0,1,1,1,0,3,4,0,,,,,,
260796,26,2020,11,19,5,7,5,27,0,1,1,1,1,2,1,4,1,0,0,210,41.78625833,-85.86693056,8,0,0,1,1,1,0,2,1,0,7,5,7,16,,
260797,26,2020,11,21,7,15,28,37,0,1,1,1,1,4,2,4,2,0,0,21,42.79218889,-84.48363611,9,0,0,2,3,1,0,1,1,0,15,29,15,37,,
260798,26,2020,11,18,4,18,16,49,1731,1,4,4,8,1,2,1,1,1,0,80,42.96932222,-83.77373333,12,7,0,1,1,1,0,2,1,0,,,,,,
260799,26,2020,11,29,1,13,0,41,1748,1,1,1,1,3,1,3,1,1,0,113,45.68035556,-87.13782222,9,0,0,3,3,1,0,1,1,0,13,0,13,9,,
260800,26,2020,11,17,3,11,31,93,0,1,1,1,1,3,1,7,2,0,0,81,42.77707778,-84.03943889,42,0,0,1,1,4,0,1,1,0,,,,,,
260801,26,2020,11,1,1,0,35,81,2010,1,1,1,2,6,2,4,4,0,0,4,42.90541944,-85.61781944,42,0,0,3,3,4,0,3,98,0,0,38,0,44,,
260802,26,2020,11,5,5,17,55,99,850,1,2,2,3,4,2,4,2,0,0,34,42.47769722,-83.01611667,12,2,0,1,1,1,0,2,1,0,17,57,18,11,,
260803,26,2020,11,30,2,18,32,117,0,2,2,2,2,3,1,3,1,1,0,254,43.407975,-84.98393056,12,2,0,1,1,1,0,2,1,0,,,,,,
260804,26,2020,11,29,1,18,30,81,0,1,2,2,2,3,2,3,1,1,0,70,42.96138056,-85.57138889,12,6,0,2,3,1,0,2,10,0,,,,,,
260805,26,2020,11,30,2,22,37,163,1260,1,1,1,9,6,2,3,4,1,0,193,42.43329167,-83.05630833,19,0,0,1,1,5,0,3,4,0,,,,,,
260806,26,2020,11,7,7,11,3,49,1730,1,1,1,1,6,2,4,4,0,0,37,43.04632222,-83.71341667,30,0,0,3,2,4,0,1,1,0,11,3,11,6,,
260807,26,2020,11,25,4,23,50,121,3450,1,2,1,4,6,2,7,4,0,0,6,43.23688333,-86.22526667,14,0,0,1,1,4,0,3,5,0,,,,,,
260808,26,2020,11,29,1,21,40,61,0,1,1,1,1,4,1,4,2,0,0,38,47.08125556,-88.58940278,1,0,0,1,1,4,0,2,4,0,,,,,,
260809,26,2020,11,4,4,13,1,81,0,1,3,3,3,4,2,3,2,1,0,45,42.82619167,-85.6636,12,6,0,2,2,1,0,1,1,0,13,3,13,6,,
260810,26,2020,9,21,2,21,25,25,0,1,2,2,3,3,1,4,1,0,0,49,42.41283611,-85.23596944,12,2,0,1,1,1,0,2,1,0,,,,,,
260811,26,2020,11,20,6,21,40,163,1260,1,1,1,2,6,2,3,4,1,0,59,42.35993889,-83.17751111,8,0,0,1,1,1,0,2,1,0,,,,,,
260812,26,2020,11,25,4,18,1,163,1260,1,2,2,5,6,2,3,4,1,0,36,42.34991111,-83.134225,12,2,0,1,1,1,0,3,2,0,,,,,,
260813,26,2020,11,7,7,11,0,57,4765,1,1,1,1,4,1,5,2,0,0,27,43.33215,-84.83572778,8,0,0,1,1,1,0,1,1,0,11,1,11,14,,
260814,26,2020,11,9,2,22,30,147,2558,1,2,2,2,4,1,5,2,0,0,8,42.97509167,-82.58400278,12,2,0,1,1,1,0,2,1,0,22,34,22,40,,
260815,26,2020,11,9,2,23,46,37,0,1,1,1,1,4,1,5,2,0,0,67,42.85944444,-84.48383889,1,0,0,1,1,4,0,2,1,0,23,46,23,52,,
260816,26,2020,11,8,1,0,50,163,1260,1,1,1,1,6,2,7,4,0,0,8,42.422175,-83.24044444,42,0,0,1,1,4,0,2,1,0,,,,,,
260817,26,2020,11,9,2,14,20,29,880,1,1,1,1,2,1,3,1,1,0,13,45.316975,-85.25874444,8,0,0,3,2,1,0,1,1,0,,,,,,
260818,26,2020,11,2,2,22,30,81,0,1,1,1,1,4,1,5,2,0,0,46,43.19128333,-85.71076389,42,0,0,1,1,4,0,2,1,0,22,34,22,39,,
260819,26,2020,11,13,6,23,17,117,0,1,2,2,3,3,1,4,1,0,0,15,43.46658611,-85.14463889,12,6,0,2,2,1,0,2,1,0,23,17,23,33,,
260820,26,2020,11,9,2,11,2,21,0,1,2,2,2,4,1,6,2,0,0,74,42.17909722,-86.223025,12,1,0,1,1,1,0,1,1,0,10,59,11,5,,
260821,26,2020,8,7,6,22,8,99,0,1,1,1,1,4,2,5,2,0,0,18,42.62978611,-83.05784167,8,0,0,3,2,1,0,2,1,0,22,11,22,15,,
260822,26,2020,10,3,7,19,25,125,4250,1,2,2,6,4,2,5,2,0,0,15,42.685275,-83.10275,12,6,0,2,3,1,0,5,1,0,19,28,19,31,,
260823,26,2020,10,11,1,17,46,37,0,1,2,2,4,2,2,2,1,1,0,151,43.02395833,-84.54251111,12,1,0,1,1,1,0,1,1,0,17,47,17,57,,
260824,26,2020,10,10,7,17,11,77,0,1,2,2,3,4,1,4,2,0,0,89,42.33539444,-85.40209167,24,0,0,1,1,4,0,1,10,0,,,,,,
260825,26,2020,11,6,6,7,29,59,0,1,1,1,1,4,1,5,2,0,0,29,41.88344444,-84.78129167,23,0,0,1,1,4,0,4,1,0,7,30,7,32,,
260826,26,2020,11,14,7,2,20,141,0,1,1,1,1,4,1,4,2,0,0,1,45.30372778,-83.8527,59,0,0,1,1,4,0,2,1,0,2,23,2,34,,
