st_case,veh_no,per_no,person_type,inj_sev,seat_pos,rest_use,air_bag,ejection,doa,make,car_year,model,body_class,min_veh_weight,max_veh_weight,fatal,num_occupants,deaths_in_vehicle,vehicle_age,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour,drive_type_id,drive_train,overall_front_safetyrating,front_passenger_safetyrating,front_driver_safetyrating,rollover_risk,curb_weight,car_height,car_width,car_length
240292,1,1,1,1,11,3,1,0,0,ACURA,2004,TSX,Sedan/Saloon,11,11,0,1,0,19,1,2,12,6,22,22,NA,NA,NA,5,5,0,1465,1430,1763,4600
240297,2,1,1,3,11,3,1,0,0,HONDA,2001,ACCORD,Sedan/Saloon,11,11,0,3,0,22,2,5,12,6,18,18,NA,NA,NA,4.5,5,0,1340,1410,1750,4785
240297,2,2,2,3,23,3,20,0,0,HONDA,2001,ACCORD,Sedan/Saloon,11,11,0,3,0,22,2,5,12,6,18,18,NA,NA,NA,4.5,5,0,1340,1410,1750,4785
240297,2,3,2,3,13,3,20,0,0,HONDA,2001,ACCORD,Sedan/Saloon,11,11,0,3,0,22,2,5,12,6,18,18,NA,NA,NA,4.5,5,0,1340,1410,1750,4785
240324,3,1,1,0,11,3,20,0,0,HONDA,2002,CIVIC,Sedan/Saloon,11,11,0,1,0,21,1,4,12,6,17,17,NA,NA,NA,5,5,0,1161,1415,1700,4435
240326,1,1,1,4,11,NA,1,1,7,ACURA,2003,TL,Sedan/Saloon,11,11,1,2,2,20,2,3,12,7,20,20,NA,NA,NA,4,4,0,1605,1425,1786,4900
240326,1,2,2,4,13,NA,1,2,0,ACURA,2003,TL,Sedan/Saloon,11,11,1,2,2,20,2,3,12,7,20,20,NA,NA,NA,4,4,0,1605,1425,1786,4900
240328,1,1,1,4,11,20,1,1,7,CHEVROLET,2020,CAMARO,Coupe,11,11,1,1,1,3,1,1,33,0,2,NA,4,RWD,4,4,4,0.083,1520,1346,1897,4783
240331,2,1,1,4,11,3,20,0,0,FORD,2005,FOCUS,Sedan/Saloon,11,11,1,2,1,18,1,4,12,6,17,17,NA,NA,NA,4,4.5,0,1220,1440,1700,4318
240331,2,2,2,1,13,3,20,0,0,FORD,2005,FOCUS,Sedan/Saloon,11,11,0,2,1,18,1,4,12,6,17,17,NA,NA,NA,4,4.5,0,1220,1440,1700,4318
240341,3,1,1,4,11,3,NA,0,7,BMW,2019,X1,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,4,1,8,12,1,6,6,3,AWD,4,5,4,0.143,1719,1590,1821,4455
240341,4,1,1,0,11,3,20,0,0,SUBARU,2020,CROSSTREK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,3,1,8,12,1,6,6,3,AWD,4,4,4,0.156,1450,1615,1803,4465
240344,1,1,1,0,11,3,20,0,0,GMC,2017,ACADIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,4,0,6,1,4,8,0,17,17,3,AWD,5,4,5,0.15,1794,1676,1915,4917
240344,1,2,2,0,23,3,20,0,0,GMC,2017,ACADIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,4,0,6,1,4,8,0,17,17,3,AWD,5,4,5,0.15,1794,1676,1915,4917
240344,1,3,2,0,21,3,20,0,0,GMC,2017,ACADIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,4,0,6,1,4,8,0,17,17,3,AWD,5,4,5,0.15,1794,1676,1915,4917
240344,1,4,2,0,13,3,20,0,0,GMC,2017,ACADIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,4,0,6,1,4,8,0,17,17,3,AWD,5,4,5,0.15,1794,1676,1915,4917
240347,1,1,1,4,11,20,NA,1,7,CHEVROLET,2006,TRAILBLAZER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,17,1,1,34,0,7,NA,2,4WD,NA,4,3,0.191,2041,1826,1895,4872
240348,1,1,1,4,11,20,20,1,0,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,2,2,40,0,23,23,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
240348,1,2,2,4,13,20,20,1,7,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,2,2,40,0,23,23,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
240350,1,1,1,4,11,20,1,0,7,CHEVROLET,2002,CAVALIER,Sedan/Saloon,11,11,1,1,1,21,1,1,35,0,17,NA,NA,NA,NA,4,3.5,0,1187,1400,1712,4580
240353,2,1,1,4,11,NA,NA,0,0,SUBARU,2019,CROSSTREK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,4,1,2,12,6,16,17,3,AWD,4,4,4,0.156,1414,1615,1803,4483
240358,2,1,1,0,11,3,1,0,0,JEEP,2011,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,12,6,22,NA,2,4WD,NA,NA,NA,0.279,1760,1801,1872,4173
240360,1,1,1,4,11,3,1,0,7,MERCURY,2004,SABLE,Sedan/Saloon,11,11,1,1,1,19,1,1,42,0,7,NA,NA,NA,NA,5,4,0,1520,1412,1857,5072
240361,1,1,1,0,11,3,20,0,0,KIA,2018,FORTE,Sedan/Saloon,11,11,0,4,0,5,1,4,8,0,19,19,1,FWD,4,4,4,0.103,1301,1429,1780,4559
240361,1,2,2,0,23,3,20,0,0,KIA,2018,FORTE,Sedan/Saloon,11,11,0,4,0,5,1,4,8,0,19,19,1,FWD,4,4,4,0.103,1301,1429,1780,4559
240361,1,3,2,0,13,3,20,0,0,KIA,2018,FORTE,Sedan/Saloon,11,11,0,4,0,5,1,4,8,0,19,19,1,FWD,4,4,4,0.103,1301,1429,1780,4559
240361,1,4,2,1,13,3,20,0,0,KIA,2018,FORTE,Sedan/Saloon,11,11,0,4,0,5,1,4,8,0,19,19,1,FWD,4,4,4,0.103,1301,1429,1780,4559
240362,1,1,1,4,11,3,NA,0,0,ACURA,2005,RL,Sedan/Saloon,11,11,1,1,1,18,1,2,12,6,4,4,NA,NA,NA,5,5,0.097,1825,1450,1845,4983
240364,1,1,1,4,11,20,NA,0,7,INFINITI,2010,G37,Coupe,11,11,1,1,1,13,1,1,33,0,22,22,7,RWD,NA,NA,NA,0,1646,1392,1821,4656
240365,2,1,1,0,11,3,20,0,0,HONDA,1998,ACCORD,Sedan/Saloon,11,11,0,1,0,25,1,2,30,0,7,NA,NA,NA,NA,4,4,0,1350,1410,1755,4795
240367,1,1,1,4,11,3,NA,0,0,CHEVROLET,2003,IMPALA,Sedan/Saloon,11,11,1,1,1,20,1,2,12,6,10,10,NA,NA,NA,5,5,0,1540,1463,1854,5080
240369,2,1,1,3,11,3,NA,0,0,MAZDA,2017,MAZDA6,Sedan/Saloon,11,11,0,2,0,6,1,3,12,6,19,18,1,FWD,5,4,5,0.103,1480,1450,1840,4864
240369,2,2,2,2,13,20,NA,0,0,MAZDA,2017,MAZDA6,Sedan/Saloon,11,11,0,2,0,6,1,3,12,6,19,18,1,FWD,5,4,5,0.103,1480,1450,1840,4864
240371,2,1,1,0,11,3,NA,0,0,FORD,2015,EDGE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,8,1,2,12,2,15,NA,3,AWD,5,5,5,0.155,1838,1742,1928,4778
240376,1,1,1,0,11,NA,20,0,0,HONDA,2000,CIVIC,Sedan/Saloon,11,11,0,2,0,23,1,2,9,0,7,7,NA,NA,NA,4,4,0,1150,1375,1700,4450
240376,1,2,2,0,13,NA,20,0,0,HONDA,2000,CIVIC,Sedan/Saloon,11,11,0,2,0,23,1,2,9,0,7,7,NA,NA,NA,4,4,0,1150,1375,1700,4450
240389,1,1,1,0,11,3,20,0,0,CHEVROLET,2018,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,5,1,1,9,0,4,4,3,AWD,5,5,5,0.1645,1593,1661,1844,4651
240405,3,1,1,0,11,3,20,0,0,KIA,2020,FORTE,Sedan/Saloon,11,11,0,1,0,3,1,3,12,2,20,NA,1,FWD,4,3,4,0.107,1240,1440,1800,4640
240410,2,1,1,0,11,3,1,0,0,LINCOLN,2001,TOWN CAR,Sedan/Saloon,11,11,0,3,1,22,1,5,12,6,15,15,NA,NA,NA,5,5,0,1908,1491,1986,5469
240410,2,2,2,4,23,20,20,0,0,LINCOLN,2001,TOWN CAR,Sedan/Saloon,11,11,1,3,1,22,1,5,12,6,15,15,NA,NA,NA,5,5,0,1908,1491,1986,5469
240410,2,3,2,2,13,3,1,0,0,LINCOLN,2001,TOWN CAR,Sedan/Saloon,11,11,0,3,1,22,1,5,12,6,15,15,NA,NA,NA,5,5,0,1908,1491,1986,5469
240417,1,1,1,3,11,NA,NA,0,0,TOYOTA,2017,COROLLA,Sedan/Saloon,11,11,0,1,0,6,1,4,12,2,1,NA,1,FWD,4,4,5,0.118,1295,1455,1775,4651
240417,2,1,1,3,11,3,NA,0,0,HONDA,2013,CIVIC,Sedan/Saloon,11,11,0,3,1,10,1,4,12,2,1,NA,1,FWD,4,4,4,0.1115,1245,1435,1753,4503
240417,2,2,2,3,21,NA,20,0,0,HONDA,2013,CIVIC,Sedan/Saloon,11,11,0,3,1,10,1,4,12,2,1,NA,1,FWD,4,4,4,0.1115,1245,1435,1753,4503
240417,2,3,2,4,23,20,20,0,0,HONDA,2013,CIVIC,Sedan/Saloon,11,11,1,3,1,10,1,4,12,2,1,NA,1,FWD,4,4,4,0.1115,1245,1435,1753,4503
240420,2,1,1,0,11,3,1,0,0,SUBARU,2018,CROSSTREK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,5,1,3,12,2,15,NA,3,AWD,4,4,4,0.156,1486,1615,1800,4465
240420,2,2,2,0,13,3,1,0,0,SUBARU,2018,CROSSTREK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,5,1,3,12,2,15,NA,3,AWD,4,4,4,0.156,1486,1615,1800,4465
240424,2,1,1,0,11,3,1,0,0,CHRYSLER,2019,300,Sedan/Saloon,11,11,0,2,0,4,1,3,12,6,0,NA,3,AWD,4,4,4,0.113,1936,1486,1905,5044
240424,2,2,2,0,13,3,1,0,0,CHRYSLER,2019,300,Sedan/Saloon,11,11,0,2,0,4,1,3,12,6,0,NA,3,AWD,4,4,4,0.113,1936,1486,1905,5044
240425,1,1,1,3,11,3,99,0,0,CHEVROLET,2003,CAVALIER,Coupe,11,11,0,2,1,20,1,5,12,7,1,1,NA,NA,NA,4,4,0,1202,1390,1725,4595
240425,1,2,2,4,13,NA,99,0,0,CHEVROLET,2003,CAVALIER,Coupe,11,11,1,2,1,20,1,5,12,7,1,1,NA,NA,NA,4,4,0,1202,1390,1725,4595
240436,1,1,1,4,11,3,20,0,7,FORD,2005,TAURUS,Sedan/Saloon,11,11,1,1,1,18,1,1,42,0,12,12,NA,NA,NA,5,4,0,1526,1397,1854,5080
240438,1,1,1,0,11,3,20,0,0,CHEVROLET,2019,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,4,1,1,8,0,17,17,3,AWD,4,4,5,0.15,2041,1796,1996,5189
240442,1,1,1,3,11,3,NA,0,0,CHEVROLET,2018,CRUZE,Sedan/Saloon,11,11,0,3,1,5,1,5,12,2,19,19,1,FWD,5,5,5,0.107,1321,1458,1791,4667
240442,1,2,2,2,13,3,1,0,0,CHEVROLET,2018,CRUZE,Sedan/Saloon,11,11,0,3,1,5,1,5,12,2,19,19,1,FWD,5,5,5,0.107,1321,1458,1791,4667
240442,1,3,2,4,21,20,2,0,0,CHEVROLET,2018,CRUZE,Sedan/Saloon,11,11,1,3,1,5,1,5,12,2,19,19,1,FWD,5,5,5,0.107,1321,1458,1791,4667
240443,2,1,1,2,11,3,1,0,0,MERCEDES-BENZ,2007,E-CLASS,Sedan/Saloon,11,11,0,1,0,16,1,2,12,6,16,NA,3,AWD,NA,4,4,0,1665,1453,1821,4851
240455,1,1,1,4,11,20,20,2,0,CHEVROLET,2008,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,1,15,1,2,12,11,8,8,3,AWD,NA,5,5,0.164,1647,1748,1814,4796
240455,1,2,2,2,13,3,20,0,0,CHEVROLET,2008,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,1,15,1,2,12,11,8,8,3,AWD,NA,5,5,0.164,1647,1748,1814,4796
240467,4,1,1,0,11,3,20,0,0,FORD,2011,RANGER,Pickup,11,11,0,1,0,12,1,7,12,1,13,13,7,RWD,2,2,2,0.219,1570,1656,1727,5174
240469,1,1,1,4,11,NA,NA,1,0,FORD,1998,MUSTANG,Coupe,11,11,1,1,1,25,1,1,42,0,2,3,NA,NA,NA,4,5,0,1510,1341,1822,4600
240470,2,1,1,3,11,3,NA,0,0,TOYOTA,2018,C-HR,Crossover Utility Vehicle (CUV),11,11,0,2,1,5,1,4,12,6,12,12,1,FWD,4,4,5,0.142,1497,1565,1795,4360
240470,2,2,2,4,21,20,20,0,0,TOYOTA,2018,C-HR,Crossover Utility Vehicle (CUV),11,11,1,2,1,5,1,4,12,6,12,12,1,FWD,4,4,5,0.142,1497,1565,1795,4360
240473,1,1,1,1,11,NA,NA,0,0,CADILLAC,2004,CTS,Sedan/Saloon,11,11,0,1,0,19,1,2,12,1,0,NA,NA,NA,NA,4,4,0,1623,1440,1786,4864
240477,1,1,1,0,11,3,20,0,0,HONDA,2013,FIT,Hatchback/Liftback/Notchback,11,11,0,2,1,10,1,6,12,6,14,14,1,FWD,4,4,5,0.124,1143,1525,1695,4089
240477,1,2,2,4,13,3,3,0,0,HONDA,2013,FIT,Hatchback/Liftback/Notchback,11,11,1,2,1,10,1,6,12,6,14,14,1,FWD,4,4,5,0.124,1143,1525,1695,4089
240477,2,1,1,2,11,3,20,0,0,JEEP,2015,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,6,12,6,14,14,2,4WD,NA,NA,NA,0.279,1969,1801,1872,4684
240477,2,2,2,2,23,11,20,0,0,JEEP,2015,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,6,12,6,14,14,2,4WD,NA,NA,NA,0.279,1969,1801,1872,4684
240477,2,3,2,2,21,10,20,0,0,JEEP,2015,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,6,12,6,14,14,2,4WD,NA,NA,NA,0.279,1969,1801,1872,4684
240477,2,4,2,2,13,3,20,0,0,JEEP,2015,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,6,12,6,14,14,2,4WD,NA,NA,NA,0.279,1969,1801,1872,4684
240482,1,1,1,2,11,3,NA,0,0,HYUNDAI,2005,ELANTRA,Sedan/Saloon,11,11,0,1,0,18,1,3,12,1,16,NA,NA,NA,NA,4,5,0,1220,1425,1720,4495
240484,1,1,1,2,11,3,NA,0,0,ACURA,2014,RDX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,9,1,4,12,6,1,1,3,AWD,5,5,5,0.155,1753,1651,1872,4661
240484,1,2,2,2,13,3,NA,0,0,ACURA,2014,RDX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,9,1,4,12,6,1,1,3,AWD,5,5,5,0.155,1753,1651,1872,4661
240485,1,1,1,0,11,3,20,0,0,CHEVROLET,1993,CAPRICE,Wagon,11,11,0,2,0,30,1,2,8,0,19,19,NA,NA,NA,3,4,0,1815,1445,1956,5438
240485,1,2,2,0,13,3,20,0,0,CHEVROLET,1993,CAPRICE,Wagon,11,11,0,2,0,30,1,2,8,0,19,19,NA,NA,NA,3,4,0,1815,1445,1956,5438
240490,2,1,1,0,11,3,NA,0,0,FORD,2018,FIESTA,Sedan/Saloon,11,11,0,3,1,5,1,7,12,1,18,18,1,FWD,4,4,5,0.143,1190,1473,1722,4067
240490,2,2,2,4,23,10,NA,0,0,FORD,2018,FIESTA,Sedan/Saloon,11,11,1,3,1,5,1,7,12,1,18,18,1,FWD,4,4,5,0.143,1190,1473,1722,4067
240490,2,3,2,0,13,3,NA,0,0,FORD,2018,FIESTA,Sedan/Saloon,11,11,0,3,1,5,1,7,12,1,18,18,1,FWD,4,4,5,0.143,1190,1473,1722,4067
240491,2,1,1,3,11,3,NA,0,0,CHRYSLER,2018,PACIFICA,Minivan,12,12,0,1,0,5,1,3,12,2,10,10,1,FWD,5,5,5,0.116,1964,1775,2022,5177
240493,1,1,1,2,11,3,20,0,0,MERCEDES-BENZ,2002,C-CLASS,Sedan/Saloon,11,11,0,2,0,21,1,2,8,0,17,17,NA,NA,NA,NA,NA,0,1610,1426,1728,4526
240493,1,2,2,0,13,3,20,0,0,MERCEDES-BENZ,2002,C-CLASS,Sedan/Saloon,11,11,0,2,0,21,1,2,8,0,17,17,NA,NA,NA,NA,NA,0,1610,1426,1728,4526
240499,1,1,1,0,11,3,20,0,0,VOLKSWAGEN,2004,PASSAT,Wagon,11,11,0,1,0,19,1,1,8,0,17,17,NA,NA,NA,5,5,0,1533,1461,1740,4703
240510,1,1,1,0,11,3,20,0,0,DODGE,2015,CHALLENGER,Coupe,11,11,0,1,0,8,1,1,8,0,22,NA,4,RWD,4,5,4,0.111,1847,1450,1923,5027
240513,1,1,1,4,11,NA,1,0,7,MITSUBISHI,2003,DIAMANTE,Sedan/Saloon,11,11,1,1,1,20,1,2,12,6,19,19,NA,NA,NA,NA,NA,0,1570,1425,1786,4839
240515,1,1,1,4,11,20,NA,1,0,CHRYSLER,2001,PT CRUISER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,22,1,1,34,0,3,3,NA,NA,NA,4,2,0,1420,1605,1705,4288
240518,1,1,1,0,11,3,20,0,0,CHEVROLET,2020,IMPALA,Sedan/Saloon,11,11,0,2,0,3,1,2,8,0,21,21,1,FWD,5,4,5,0.121,1740,1496,1854,5113
240518,1,2,2,0,13,3,20,0,0,CHEVROLET,2020,IMPALA,Sedan/Saloon,11,11,0,2,0,3,1,2,8,0,21,21,1,FWD,5,4,5,0.121,1740,1496,1854,5113
240520,2,1,1,3,11,3,NA,0,0,CHEVROLET,2018,TAHOE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,5,1,3,33,0,11,NA,2,4WD,5,5,5,0.222,2561,1890,2045,5179
240520,3,1,1,0,11,3,20,0,0,DODGE,2010,JOURNEY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,13,1,3,33,0,11,NA,3,AWD,NA,5,5,0.179,1725,1700,1834,4888
240521,1,1,1,0,11,3,20,0,0,HONDA,2003,ACCORD,Sedan/Saloon,11,11,0,1,0,20,1,1,8,0,2,2,NA,NA,NA,5,5,0,1390,1440,1760,4735
240536,1,1,1,4,11,1,NA,0,7,CHRYSLER,2018,300,Sedan/Saloon,11,11,1,1,1,5,1,1,42,0,11,NA,3,AWD,4,4,4,0.113,1957,1488,1905,5044
240541,1,1,1,0,11,3,20,0,0,VOLVO,2010,XC90,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,13,1,1,9,0,19,19,3,AWD,NA,5,5,0.179,2070,1784,1909,4807
240544,1,1,1,0,11,20,20,0,0,DODGE,2017,GRAND CARAVAN,Minivan,12,12,0,1,0,6,1,1,8,0,11,11,1,FWD,4,4,4,0.164,1961,1760,1999,5174
240548,1,1,1,9,11,NA,1,0,0,CHRYSLER,2004,SEBRING,Convertible/Cabriolet,11,11,NA,2,0,19,1,8,12,6,2,NA,NA,NA,NA,4,4,0,1408,1394,1814,4920
240548,1,2,2,9,13,NA,1,0,0,CHRYSLER,2004,SEBRING,Convertible/Cabriolet,11,11,NA,2,0,19,1,8,12,6,2,NA,NA,NA,NA,4,4,0,1408,1394,1814,4920
240563,1,1,1,0,11,NA,20,0,0,DODGE,2001,NEON,Sedan/Saloon,11,11,0,1,0,22,1,1,8,0,8,8,NA,NA,NA,4,4,0,1137,1374,1712,4429
250001,1,1,1,0,11,NA,NA,0,0,BMW,2019,X3,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,4,1,3,12,6,20,21,3,AWD,5,5,5,0.171,1840,1676,1890,4722
250001,1,2,2,0,13,NA,NA,0,0,BMW,2019,X3,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,4,1,3,12,6,20,21,3,AWD,5,5,5,0.171,1840,1676,1890,4722
250007,1,1,1,0,11,20,20,0,0,FORD,2006,E-150,Cargo Van,12,12,0,1,0,17,1,1,8,0,20,20,7,RWD,NA,4,4,0,2268,2088,2017,5382
250008,1,1,1,4,11,20,NA,0,7,INFINITI,2015,Q50,Sedan/Saloon,11,11,1,2,2,8,2,2,42,0,1,1,3,AWD,4,3,4,0.097,1759,1445,1824,4783
250008,1,2,2,4,13,20,NA,1,0,INFINITI,2015,Q50,Sedan/Saloon,11,11,1,2,2,8,2,2,42,0,1,1,3,AWD,4,3,4,0.097,1759,1445,1824,4783
250011,1,1,1,4,11,3,NA,0,0,NISSAN,2015,SENTRA,Sedan/Saloon,11,11,1,NA,NA,NA,1,1,1,0,14,14,1,FWD,4,4,4,0.118,1302,1495,1760,4625
250012,2,1,1,3,11,3,1,0,0,MERCEDES-BENZ,2005,E-CLASS,Sedan/Saloon,11,11,0,1,0,18,1,3,12,2,13,13,NA,NA,NA,4,4,0,1628,1450,1811,4834
250015,1,1,1,4,11,20,99,0,0,MERCEDES-BENZ,2011,C-CLASS,Sedan/Saloon,11,11,1,2,1,12,1,2,43,0,3,3,3,AWD,3,2,4,0.105,1700,1445,1770,4580
250015,1,2,2,3,13,3,99,0,0,MERCEDES-BENZ,2011,C-CLASS,Sedan/Saloon,11,11,0,2,1,12,1,2,43,0,3,3,3,AWD,3,2,4,0.105,1700,1445,1770,4580
250032,2,1,1,0,11,3,20,0,0,SUBARU,2020,IMPREZA,Hatchback/Liftback/Notchback,11,11,0,1,0,3,1,2,12,6,10,10,3,AWD,5,5,5,0.095,1380,1455,1778,4625
250041,2,1,1,4,11,NA,NA,0,0,OLDSMOBILE,1995,CUTLASS CIERA,Sedan/Saloon,11,11,1,1,1,28,1,2,12,2,14,15,NA,NA,NA,4,4,0,1451,1390,1755,4775
250046,1,1,1,4,11,20,2,0,0,ACURA,2004,RSX,Hatchback/Liftback/Notchback,11,11,1,1,1,19,1,1,24,0,19,19,NA,NA,NA,5,5,0,1257,1400,1725,4374
250047,1,1,1,4,11,20,NA,1,0,MERCEDES-BENZ,2004,E-CLASS,Sedan/Saloon,11,11,1,1,1,19,1,1,24,0,10,10,NA,NA,NA,4,4,0,1656,1452,1822,4818
250052,2,1,1,4,11,20,1,2,0,HONDA,2004,PILOT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,19,1,2,12,2,5,5,NA,NA,NA,5,5,0.159,1985,1821,1956,4775
250058,2,1,1,4,11,NA,1,0,0,MERCURY,2005,GRAND MARQUIS,Sedan/Saloon,11,11,1,1,1,18,1,3,12,1,12,12,NA,NA,NA,5,5,0,1828,1476,1989,5385
250061,2,1,1,2,11,3,NA,0,0,ACURA,2005,TSX,Sedan/Saloon,11,11,0,4,0,18,1,10,12,1,20,20,NA,NA,NA,5,5,0,1459,1435,1760,4575
250061,2,2,2,2,13,3,NA,0,0,ACURA,2005,TSX,Sedan/Saloon,11,11,0,4,0,18,1,10,12,1,20,20,NA,NA,NA,5,5,0,1459,1435,1760,4575
250061,2,3,2,2,23,3,NA,0,0,ACURA,2005,TSX,Sedan/Saloon,11,11,0,4,0,18,1,10,12,1,20,20,NA,NA,NA,5,5,0,1459,1435,1760,4575
250061,2,4,2,2,21,3,NA,0,0,ACURA,2005,TSX,Sedan/Saloon,11,11,0,4,0,18,1,10,12,1,20,20,NA,NA,NA,5,5,0,1459,1435,1760,4575
250066,1,1,1,2,11,3,20,0,0,CADILLAC,1992,DEVILLE,Sedan/Saloon,11,11,0,1,0,31,1,3,12,8,13,13,NA,NA,NA,NA,5,0,1635,1415,1849,5199
250071,1,1,1,4,11,NA,20,0,7,HONDA,1999,CIVIC,Hatchback/Liftback/Notchback,11,11,1,1,1,24,1,1,42,0,23,23,NA,NA,NA,4,4,0,1130,1389,1704,4448
250073,1,1,1,0,11,3,3,0,0,HONDA,2008,FIT,Hatchback/Liftback/Notchback,11,11,0,2,1,15,1,3,39,0,18,18,1,FWD,NA,5,5,0,1104,1524,1694,3846
250073,1,2,2,4,13,3,3,0,0,HONDA,2008,FIT,Hatchback/Liftback/Notchback,11,11,1,2,1,15,1,3,39,0,18,18,1,FWD,NA,5,5,0,1104,1524,1694,3846
250074,1,1,1,4,11,20,NA,1,7,MERCEDES-BENZ,2012,C-CLASS,Sedan/Saloon,11,11,1,1,1,11,1,1,42,0,19,19,3,AWD,NA,NA,NA,0.105,1675,1430,1770,4592
250089,1,1,1,4,11,NA,1,0,0,HYUNDAI,2003,SONATA,Sedan/Saloon,11,11,1,1,1,20,1,1,30,0,6,6,NA,NA,NA,4,4,0,1431,1420,1816,4745
250094,1,1,1,4,11,20,20,1,0,CHEVROLET,2006,EXPRESS,Cargo Van,12,12,1,1,1,17,1,2,1,0,11,12,7,RWD,NA,5,5,0,2089,2060,2017,5382
250094,2,1,1,0,11,3,20,0,0,SUBARU,2010,LEGACY,Sedan/Saloon,11,11,0,1,0,13,1,2,1,0,11,12,3,AWD,NA,5,5,0.101,1527,1506,1796,4735
250097,1,1,1,4,11,NA,1,0,7,ACURA,2002,TL,Sedan/Saloon,11,11,1,4,2,21,2,4,33,0,12,12,NA,NA,NA,4,4,0,1613,1440,1786,4874
250097,1,2,2,4,13,NA,1,0,7,ACURA,2002,TL,Sedan/Saloon,11,11,1,4,2,21,2,4,33,0,12,12,NA,NA,NA,4,4,0,1613,1440,1786,4874
250097,1,3,2,3,21,NA,98,0,0,ACURA,2002,TL,Sedan/Saloon,11,11,0,4,2,21,2,4,33,0,12,12,NA,NA,NA,4,4,0,1613,1440,1786,4874
250097,1,4,2,3,NA,20,98,0,0,ACURA,2002,TL,Sedan/Saloon,11,11,0,4,2,21,2,4,33,0,12,12,NA,NA,NA,4,4,0,1613,1440,1786,4874
250107,1,1,1,1,11,3,20,0,0,MERCEDES-BENZ,2009,E-CLASS,Sedan/Saloon,11,11,0,2,1,14,1,2,33,0,20,20,3,AWD,NA,4,4,0.101,1785,1460,1822,4820
250107,1,2,2,4,13,NA,98,0,0,MERCEDES-BENZ,2009,E-CLASS,Sedan/Saloon,11,11,1,2,1,14,1,2,33,0,20,20,3,AWD,NA,4,4,0.101,1785,1460,1822,4820
250113,1,1,1,4,11,3,1,0,0,MAZDA,1999,626,Sedan/Saloon,11,11,1,1,1,24,1,2,12,6,7,7,NA,NA,NA,5,4,0,1295,1410,1760,4740
250117,1,1,1,0,11,NA,20,0,0,HONDA,2002,CIVIC,Coupe,11,11,0,1,0,21,1,1,9,0,7,7,NA,NA,NA,5,5,0,1161,1415,1700,4435
