st_case,veh_no,per_no,person_type,inj_sev,seat_pos,rest_use,air_bag,ejection,doa,make,car_year,model,body_class,min_veh_weight,max_veh_weight,fatal,num_occupants,deaths_in_vehicle,vehicle_age,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour,drive_type_id,drive_train,overall_front_safetyrating,front_passenger_safetyrating,front_driver_safetyrating,rollover_risk,curb_weight,car_height,car_width,car_length
250123,3,1,1,0,11,3,2,0,0,SUBARU,2015,IMPREZA,Wagon,11,11,0,1,0,8,1,4,12,6,11,11,3,AWD,4,4,4,0.099,1355,1475,1740,4580
250125,1,1,1,2,11,3,20,0,0,SUBARU,2017,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,6,1,1,8,0,12,13,3,AWD,4,4,5,0.169,1515,1735,1795,4600
250126,1,1,1,4,11,NA,20,0,7,JEEP,2014,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,3,12,1,19,19,2,4WD,NA,NA,NA,0.279,1760,1801,1872,4173
250126,1,2,2,2,13,3,20,0,0,JEEP,2014,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,1,19,19,2,4WD,NA,NA,NA,0.279,1760,1801,1872,4173
250137,1,1,1,4,11,20,1,0,7,ACURA,2002,RSX,Hatchback/Liftback/Notchback,11,11,1,1,1,21,1,1,30,0,5,5,NA,NA,NA,5,5,0,1216,1390,1725,4374
250143,1,1,1,4,11,3,20,0,0,JEEP,2012,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,1,42,0,11,11,2,4WD,NA,NA,NA,0.279,1760,1801,1872,4173
250144,1,1,1,4,11,NA,98,0,7,HYUNDAI,2008,ELANTRA,Sedan/Saloon,11,11,1,1,1,15,1,2,12,1,4,4,1,FWD,NA,5,5,0,1283,1480,1775,4505
250145,1,1,1,4,11,20,NA,0,0,CHEVROLET,2001,MALIBU,Sedan/Saloon,11,11,1,1,1,22,1,1,39,0,18,18,NA,NA,NA,4,4,0,1394,1438,1763,4836
250150,1,1,1,4,11,NA,NA,0,7,FORD,2014,ESCAPE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,9,1,6,12,6,17,17,7,RWD,4,4,4,0.191,1594,1684,1839,4524
250156,3,1,1,2,11,3,NA,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,7,0,8,1,11,12,1,9,9,1,FWD,4,4,4,0.164,2045,1725,1999,5174
250156,3,2,2,0,13,3,NA,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,7,0,8,1,11,12,1,9,9,1,FWD,4,4,4,0.164,2045,1725,1999,5174
250156,3,3,2,0,33,3,NA,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,7,0,8,1,11,12,1,9,9,1,FWD,4,4,4,0.164,2045,1725,1999,5174
250156,3,4,2,0,32,3,NA,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,7,0,8,1,11,12,1,9,9,1,FWD,4,4,4,0.164,2045,1725,1999,5174
250156,3,5,2,0,22,3,NA,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,7,0,8,1,11,12,1,9,9,1,FWD,4,4,4,0.164,2045,1725,1999,5174
250156,3,6,2,0,21,3,NA,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,7,0,8,1,11,12,1,9,9,1,FWD,4,4,4,0.164,2045,1725,1999,5174
250156,3,7,2,0,31,3,NA,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,7,0,8,1,11,12,1,9,9,1,FWD,4,4,4,0.164,2045,1725,1999,5174
250157,1,1,1,2,11,3,20,0,0,MERCEDES-BENZ,2005,C-CLASS,Wagon,11,11,0,1,0,18,1,2,12,2,13,13,NA,NA,NA,4,4,0,1545,1426,1728,4526
250159,1,1,1,0,11,3,20,0,0,HONDA,2012,PILOT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,11,1,2,12,6,17,17,2,4WD,4,4,5,0.164,2089,1821,1994,4862
250165,1,1,1,0,11,3,20,0,0,HONDA,2004,ACCORD,Sedan/Saloon,11,11,0,1,0,19,1,2,12,6,20,20,NA,NA,NA,5,5,0,1415,1440,1811,4813
250170,3,1,1,0,11,3,1,0,0,DODGE,2008,AVENGER,Sedan/Saloon,11,11,0,1,0,15,1,3,12,6,0,17,1,FWD,NA,5,5,0.118,1573,1496,1821,4831
250178,1,1,1,4,11,20,20,0,0,CADILLAC,2004,CTS,Sedan/Saloon,11,11,1,2,1,19,1,4,12,6,14,15,NA,NA,NA,4,4,0,1623,1440,1786,4864
250178,1,2,2,3,13,NA,20,0,0,CADILLAC,2004,CTS,Sedan/Saloon,11,11,0,2,1,19,1,4,12,6,14,15,NA,NA,NA,4,4,0,1623,1440,1786,4864
250178,3,1,1,0,11,3,20,0,0,JEEP,2020,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,4,12,6,14,15,2,4WD,4,4,4,0.279,1950,1867,1875,4785
250186,1,1,1,4,11,NA,1,0,0,HONDA,1999,ACCORD,Sedan/Saloon,11,11,1,2,1,24,1,2,33,0,10,11,NA,NA,NA,4,4,0,1365,1400,1786,4765
250186,1,2,2,3,13,NA,1,0,0,HONDA,1999,ACCORD,Sedan/Saloon,11,11,0,2,1,24,1,2,33,0,10,11,NA,NA,NA,4,4,0,1365,1400,1786,4765
250187,1,1,1,4,11,20,1,2,0,HONDA,2005,ACCORD,Sedan/Saloon,11,11,1,1,1,18,1,1,41,0,22,22,NA,NA,NA,5,5,0,1450,1450,1811,4810
250193,1,1,1,4,11,20,2,0,0,ACURA,2012,TSX,Sedan/Saloon,11,11,1,1,1,11,1,1,14,0,7,7,1,FWD,NA,NA,NA,0.099,1575,1440,1840,4705
250204,1,1,1,4,11,3,1,0,7,FORD,1995,MUSTANG,Coupe,11,11,1,1,1,28,1,1,42,0,23,23,NA,NA,NA,4,4,0,1490,1340,1820,4640
250213,2,1,1,0,11,3,NA,0,0,SUBARU,2018,WRX,Sedan/Saloon,11,11,0,6,1,5,1,11,12,1,2,2,3,AWD,NA,NA,NA,0,1508,1466,1811,4595
250213,2,2,2,1,NA,3,99,0,0,SUBARU,2018,WRX,Sedan/Saloon,11,11,0,6,1,5,1,11,12,1,2,2,3,AWD,NA,NA,NA,0,1508,1466,1811,4595
250213,2,3,2,0,21,3,NA,0,0,SUBARU,2018,WRX,Sedan/Saloon,11,11,0,6,1,5,1,11,12,1,2,2,3,AWD,NA,NA,NA,0,1508,1466,1811,4595
250213,2,4,2,0,13,20,NA,0,0,SUBARU,2018,WRX,Sedan/Saloon,11,11,0,6,1,5,1,11,12,1,2,2,3,AWD,NA,NA,NA,0,1508,1466,1811,4595
250213,2,5,2,0,23,20,NA,0,0,SUBARU,2018,WRX,Sedan/Saloon,11,11,0,6,1,5,1,11,12,1,2,2,3,AWD,NA,NA,NA,0,1508,1466,1811,4595
250213,2,6,2,4,NA,20,NA,0,0,SUBARU,2018,WRX,Sedan/Saloon,11,11,1,6,1,5,1,11,12,1,2,2,3,AWD,NA,NA,NA,0,1508,1466,1811,4595
250214,1,1,1,0,11,NA,1,0,0,FORD,2012,E-250,Cargo Van,12,12,0,1,0,11,1,4,12,1,10,10,7,RWD,NA,NA,NA,0,2396,2088,2017,5504
250215,1,1,1,4,11,20,1,2,0,HONDA,2004,ACCORD,Sedan/Saloon,11,11,1,1,1,19,1,1,33,0,17,17,NA,NA,NA,5,5,0,1415,1440,1811,4813
250217,1,1,1,3,11,3,NA,0,0,BUICK,2013,LACROSSE,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,12,1,8,8,3,AWD,5,5,5,0.118,1814,1494,1857,5004
250217,1,2,2,4,13,3,NA,0,0,BUICK,2013,LACROSSE,Sedan/Saloon,11,11,1,NA,NA,NA,1,3,12,1,8,8,3,AWD,5,5,5,0.118,1814,1494,1857,5004
250217,2,1,1,1,11,3,20,0,0,FORD,2007,E-150,Cargo Van,12,12,0,1,0,16,1,3,12,1,8,8,7,RWD,NA,NA,NA,0,2270,2052,2017,5382
250220,2,1,1,2,11,20,NA,0,0,HONDA,1997,CIVIC,Hatchback/Liftback/Notchback,11,11,0,2,1,26,1,3,12,2,0,0,NA,NA,NA,4.5,4,0,1135,1375,1695,4450
250220,2,2,2,4,13,20,NA,0,0,HONDA,1997,CIVIC,Hatchback/Liftback/Notchback,11,11,1,2,1,26,1,3,12,2,0,0,NA,NA,NA,4.5,4,0,1135,1375,1695,4450
250227,3,1,1,3,11,3,NA,0,0,JEEP,2020,GLADIATOR,Pickup,12,12,0,NA,NA,NA,1,3,12,6,12,12,2,4WD,4,5,4,0.267,2250,1905,1875,5539
250231,1,1,1,0,11,3,20,0,0,LINCOLN,2014,MKS,Sedan/Saloon,11,11,0,2,0,9,1,3,12,1,16,17,3,AWD,5,5,5,0.113,1984,1560,1930,5245
250231,1,2,2,0,23,3,20,0,0,LINCOLN,2014,MKS,Sedan/Saloon,11,11,0,2,0,9,1,3,12,1,16,17,3,AWD,5,5,5,0.113,1984,1560,1930,5245
250232,1,1,1,4,11,3,99,0,0,DODGE,2013,GRAND CARAVAN,Minivan,12,12,1,1,1,10,1,1,30,0,14,14,1,FWD,4,4,4,0.164,1961,1750,1999,5151
250234,1,1,1,4,11,20,NA,0,0,FORD,2016,FUSION,Sedan/Saloon,11,11,1,1,1,7,1,1,30,0,23,23,3,AWD,5,4,5,0.109,1701,1476,1852,4869
250240,1,1,1,4,11,20,20,2,0,NISSAN,2002,MAXIMA,Sedan/Saloon,11,11,1,NA,NA,NA,2,3,12,6,1,1,NA,NA,NA,4,4,0,1497,1425,1786,4864
250240,1,2,2,4,13,NA,20,0,0,NISSAN,2002,MAXIMA,Sedan/Saloon,11,11,1,NA,NA,NA,2,3,12,6,1,1,NA,NA,NA,4,4,0,1497,1425,1786,4864
250241,1,1,1,4,11,20,NA,1,0,HONDA,2005,ACCORD,Sedan/Saloon,11,11,1,1,1,18,1,1,34,0,6,6,NA,NA,NA,5,5,0,1450,1450,1811,4810
250248,2,1,1,0,11,3,20,0,0,BUICK,1997,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,2,12,6,17,17,NA,NA,NA,4,4,0,1668,1430,1900,5240
250249,1,1,1,4,11,3,NA,0,7,SUBARU,2014,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,9,1,1,24,0,22,22,3,AWD,4,4,5,0.169,1535,1735,1795,4595
250255,1,1,1,4,11,20,NA,1,7,INFINITI,2008,G37,Coupe,11,11,1,1,1,15,1,1,25,0,23,NA,7,RWD,NA,NA,NA,0,1637,1392,1831,4651
250256,1,1,1,4,11,20,1,2,7,FORD,2007,EDGE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,1,16,1,2,19,0,13,13,3,AWD,NA,4,5,0.14,1908,1702,1923,4796
250256,1,2,2,3,13,20,1,2,0,FORD,2007,EDGE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,1,16,1,2,19,0,13,13,3,AWD,NA,4,5,0.14,1908,1702,1923,4796
250258,1,1,1,4,11,20,1,0,0,CHEVROLET,2011,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,12,1,1,14,0,11,12,3,AWD,4,4,5,0.174,1751,1684,1842,4770
250259,1,1,1,0,11,3,20,0,0,JEEP,2011,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,1,8,0,6,7,2,4WD,NA,NA,NA,0.279,1760,1801,1872,4173
250261,1,1,1,0,11,3,20,0,0,CHRYSLER,2013,TOWN AND COUNTRY,Minivan,12,12,0,3,0,10,1,3,8,0,20,20,1,FWD,4,4,4,0.164,2046,1725,2000,5151
250261,1,2,2,0,13,3,20,0,0,CHRYSLER,2013,TOWN AND COUNTRY,Minivan,12,12,0,3,0,10,1,3,8,0,20,20,1,FWD,4,4,4,0.164,2046,1725,2000,5151
250261,1,3,2,0,23,3,20,0,0,CHRYSLER,2013,TOWN AND COUNTRY,Minivan,12,12,0,3,0,10,1,3,8,0,20,20,1,FWD,4,4,4,0.164,2046,1725,2000,5151
250265,1,1,1,0,11,3,20,0,0,JEEP,2018,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,1,8,0,19,19,2,4WD,NA,NA,NA,0.279,2000,1870,1875,4890
250266,2,1,1,0,11,3,20,0,0,SUBARU,2007,LEGACY,Sedan/Saloon,11,11,0,1,0,16,1,2,12,1,9,9,3,AWD,NA,5,5,0.0535,1515,1425,1730,4730
250282,1,1,1,0,11,3,20,0,0,CHEVROLET,2016,TAHOE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,7,1,1,8,0,17,17,2,4WD,5,5,5,0.222,2438,1890,2045,5179
250283,1,1,1,4,11,20,NA,1,7,HONDA,2002,CIVIC,Coupe,11,11,1,2,1,21,1,2,39,0,3,3,NA,NA,NA,5,5,0,1161,1415,1700,4435
250283,1,2,2,0,13,3,NA,0,0,HONDA,2002,CIVIC,Coupe,11,11,0,2,1,21,1,2,39,0,3,3,NA,NA,NA,5,5,0,1161,1415,1700,4435
250286,1,1,1,0,11,NA,20,0,0,MERCURY,2001,GRAND MARQUIS,Sedan/Saloon,11,11,0,1,0,22,1,1,9,0,18,18,NA,NA,NA,5,5,0,1796,1430,1976,5385
250287,1,1,1,4,11,3,NA,0,7,CHEVROLET,2010,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,13,1,1,1,0,14,14,3,AWD,NA,5,5,0.174,1715,1684,1842,4770
250288,1,1,1,4,11,NA,NA,0,7,MERCEDES-BENZ,2011,E-CLASS,Sedan/Saloon,11,11,1,1,1,12,1,5,12,6,21,21,3,AWD,NA,NA,NA,0.0495,1810,1471,1854,4872
250296,3,1,1,2,11,NA,1,0,0,JEEP,2008,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,1,21,21,2,4WD,NA,5,5,0.228,1841,1778,1836,4493
250297,1,1,1,0,11,20,20,0,0,HYUNDAI,2005,ACCENT,Sedan/Saloon,11,11,0,1,0,18,1,1,8,0,18,18,NA,NA,NA,4,4.5,0,1050,1395,1670,4085
250298,2,1,1,0,11,3,20,0,0,JEEP,2015,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,12,1,5,5,2,4WD,NA,NA,NA,0.279,1969,1801,1872,4684
250302,1,1,1,0,11,NA,20,0,0,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,12,6,13,13,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
250304,1,1,1,4,11,20,NA,1,7,SUBARU,2008,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,15,1,2,12,6,14,14,3,AWD,NA,5,5,0.159,1465,1669,1730,4449
250305,1,1,1,4,11,3,NA,0,0,MAZDA,2017,MAZDA3,Sedan/Saloon,11,11,1,1,1,6,1,2,12,2,3,3,1,FWD,5,4,5,0.105,1320,1450,1795,4580
250306,1,1,1,0,11,NA,20,0,0,MERCURY,2004,GRAND MARQUIS,Sedan/Saloon,11,11,0,1,0,19,1,1,8,0,18,18,NA,NA,NA,5,5,0,1780,1433,1989,5385
250311,1,1,1,4,11,20,20,1,7,CHRYSLER,2001,PT CRUISER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,22,1,1,33,0,4,5,NA,NA,NA,4,2,0,1420,1605,1705,4288
250313,2,1,1,0,11,NA,NA,0,0,CHEVROLET,2014,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,9,1,2,12,6,20,20,3,AWD,4,4,5,0.174,1709,1684,1842,4770
250316,2,1,1,3,11,20,NA,0,0,MERCEDES-BENZ,2011,C-CLASS,Sedan/Saloon,11,11,0,1,0,12,1,4,12,2,5,5,3,AWD,3,2,4,0.105,1700,1445,1770,4580
250317,2,1,1,4,11,NA,NA,0,0,SUBARU,2006,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,17,1,2,12,6,7,7,3,AWD,NA,5,5,0.159,1427,1689,1735,4486
250319,2,1,1,3,11,3,NA,0,0,SUBARU,2021,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,2,1,5,24,0,13,13,3,AWD,5,5,5,0.169,1567,1730,1816,4641
250320,1,1,1,9,11,NA,20,0,0,PONTIAC,2004,GRAND PRIX,Sedan/Saloon,11,11,NA,1,0,19,1,1,8,0,18,18,NA,NA,NA,4,3,0,1577,1417,1849,4986
250323,3,1,1,5,11,NA,20,0,0,FORD,2001,TAURUS,Sedan/Saloon,11,11,NA,2,0,22,1,5,12,1,15,13,NA,NA,NA,5,5,0,1510,1407,1854,5019
250323,3,2,2,5,13,NA,20,0,0,FORD,2001,TAURUS,Sedan/Saloon,11,11,NA,2,0,22,1,5,12,1,15,13,NA,NA,NA,5,5,0,1510,1407,1854,5019
250329,1,1,1,4,11,NA,NA,2,0,CADILLAC,2014,ATS,Sedan/Saloon,11,11,1,1,1,9,1,1,35,0,0,0,3,AWD,5,5,5,0.101,1633,1415,1806,4643
250335,2,1,1,3,11,NA,1,0,0,GMC,2016,ACADIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,7,1,2,12,2,18,18,3,AWD,5,5,5,0.155,2200,1844,1986,5100
260001,1,1,1,4,11,20,98,0,7,HYUNDAI,2008,ACCENT,Sedan/Saloon,11,11,1,1,1,15,1,1,42,0,11,11,1,FWD,NA,5,5,0,1120,1471,1694,4275
260002,2,1,1,4,11,NA,20,1,7,PONTIAC,1997,GRAND AM,Sedan/Saloon,11,11,1,1,1,26,1,3,12,6,21,NA,NA,NA,NA,4.5,4.5,0,1365,1360,1760,4760
260010,1,1,1,2,11,3,98,0,0,JEEP,2007,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,6,10,10,2,4WD,NA,4,5,0.219,1840,1780,1820,4430
260010,1,2,2,4,13,3,1,0,0,JEEP,2007,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,3,12,6,10,10,2,4WD,NA,4,5,0.219,1840,1780,1820,4430
260014,2,1,1,1,11,3,1,0,0,VOLVO,2006,XC90,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,17,1,2,12,2,18,18,3,AWD,NA,4,5,0.179,2120,1784,1900,4807
260016,2,1,1,0,11,3,20,0,0,FORD,2006,F-150,Pickup,12,12,0,1,0,17,1,5,12,1,12,12,2,4WD,NA,5,5,0.198,2400,1950,2000,5830
260021,1,1,1,0,11,3,20,0,0,BUICK,2008,ENCLAVE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,NA,NA,NA,1,1,8,0,22,NA,3,AWD,NA,5,5,0.155,2165,1834,2007,5123
260028,1,1,1,1,11,3,20,0,0,CHEVROLET,1996,CAVALIER,Sedan/Saloon,11,11,0,1,0,27,1,1,8,0,18,18,NA,NA,NA,3,3,0,1200,1382,1707,4595
260029,1,1,1,4,11,3,1,0,7,CHEVROLET,2013,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,2,10,2,4,12,2,13,NA,3,AWD,4,4,5,0.174,1780,1684,1842,4770
260029,1,2,2,4,13,3,1,0,7,CHEVROLET,2013,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,2,10,2,4,12,2,13,NA,3,AWD,4,4,5,0.174,1780,1684,1842,4770
260031,1,1,1,4,11,20,1,0,0,DODGE,2009,CHALLENGER,Coupe,11,11,1,2,1,14,1,3,12,2,19,19,4,RWD,NA,5,5,0,1835,1449,1923,5022
260031,1,2,2,3,13,3,1,0,0,DODGE,2009,CHALLENGER,Coupe,11,11,0,2,1,14,1,3,12,2,19,19,4,RWD,NA,5,5,0,1835,1449,1923,5022
260031,2,1,1,3,11,3,1,0,0,CHRYSLER,2015,TOWN AND COUNTRY,Minivan,12,12,0,1,0,8,1,3,12,2,19,19,1,FWD,4,4,4,0.164,2045,1725,1999,5174
260034,2,1,1,4,11,3,98,0,7,GMC,2006,ENVOY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,1,1,17,1,2,12,2,19,19,2,4WD,NA,4,3,0.191,2072,1864,1897,4867
260037,1,1,1,0,11,NA,98,0,0,GMC,2008,ACADIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,15,1,4,12,6,21,NA,3,AWD,NA,5,5,0.155,2233,1849,1986,5108
260042,2,1,1,1,11,3,98,0,0,FORD,2015,FLEX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,8,1,2,12,6,15,NA,3,AWD,NA,NA,NA,0.151,2069,1727,1963,5126
260046,1,1,1,4,11,3,20,0,0,BMW,2002,X5,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,2,2,21,2,5,12,6,14,14,NA,NA,NA,NA,NA,0,2185,1707,1872,4667
260046,1,2,2,4,13,3,3,0,0,BMW,2002,X5,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,2,2,21,2,5,12,6,14,14,NA,NA,NA,NA,NA,0,2185,1707,1872,4667
260051,1,1,1,4,11,20,98,1,7,CHEVROLET,2018,MALIBU,Sedan/Saloon,11,11,1,2,1,5,1,4,12,7,22,NA,1,FWD,5,4,5,0.102,1422,1455,1854,4923
260051,1,2,2,2,13,3,98,0,0,CHEVROLET,2018,MALIBU,Sedan/Saloon,11,11,0,2,1,5,1,4,12,7,22,NA,1,FWD,5,4,5,0.102,1422,1455,1854,4923
260057,1,1,1,4,11,NA,1,0,7,TOYOTA,1994,COROLLA,Sedan/Saloon,11,11,1,1,1,29,1,4,24,0,16,17,NA,NA,NA,4,4,0,1050,1360,1685,4290
260060,1,1,1,2,11,20,1,0,0,BUICK,2002,CENTURY,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,12,2,12,13,NA,NA,NA,3,4,0,1565,1438,1852,4940
260060,1,2,2,1,13,3,1,0,0,BUICK,2002,CENTURY,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,12,2,12,13,NA,NA,NA,3,4,0,1565,1438,1852,4940
260062,2,1,1,4,11,3,98,0,7,JEEP,2019,RENEGADE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,2,12,1,0,NA,NA,NA,4,4,4,0.18,1450,1689,1885,4232
260065,2,1,1,2,11,3,20,0,0,DODGE,2015,CHARGER,Sedan/Saloon,11,11,0,1,0,8,1,6,8,0,9,9,3,AWD,NA,NA,NA,0.101,1984,1486,1905,5039
260066,2,1,1,3,11,3,98,0,0,GMC,2019,TERRAIN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,4,1,6,12,2,8,8,3,AWD,5,5,5,0.164,1595,1661,1821,4630
260066,4,1,1,0,11,3,20,0,0,BUICK,2010,LACROSSE,Sedan/Saloon,11,11,0,NA,NA,NA,1,6,12,2,8,8,3,AWD,NA,5,5,0.118,1845,1494,1854,4996
260068,1,1,1,4,11,3,1,0,7,JEEP,2006,COMMANDER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,NA,NA,NA,1,1,30,0,0,NA,2,4WD,NA,5,5,0.228,2200,1826,1890,4787
260069,2,1,1,3,11,20,1,0,0,CADILLAC,2004,SRX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,19,1,2,12,6,14,14,NA,NA,NA,4,4,0,1945,1723,1844,4950
260072,1,1,1,1,11,20,98,0,0,CHRYSLER,2019,300,Sedan/Saloon,11,11,0,2,1,4,1,2,30,0,8,9,3,AWD,4,4,4,0.113,1936,1486,1905,5044
260072,1,2,2,4,13,3,98,0,0,CHRYSLER,2019,300,Sedan/Saloon,11,11,1,2,1,4,1,2,30,0,8,9,3,AWD,4,4,4,0.113,1936,1486,1905,5044
260079,1,1,1,4,11,20,98,1,7,JEEP,2018,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,3,12,1,8,NA,2,4WD,NA,NA,NA,0.279,2000,1870,1875,4890
260079,1,2,2,3,NA,20,98,0,0,JEEP,2018,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,1,8,NA,2,4WD,NA,NA,NA,0.279,2000,1870,1875,4890
260079,2,1,1,0,11,3,20,0,0,DODGE,2008,AVENGER,Sedan/Saloon,11,11,0,1,0,15,1,3,12,1,8,NA,1,FWD,NA,5,5,0.118,1573,1496,1821,4831
260085,2,1,1,3,11,20,20,0,0,OLDSMOBILE,1997,AURORA,Sedan/Saloon,11,11,0,2,1,26,1,3,12,2,11,NA,NA,NA,NA,3,3,0,1780,1407,1869,5217
260085,2,2,2,4,13,20,1,0,0,OLDSMOBILE,1997,AURORA,Sedan/Saloon,11,11,1,2,1,26,1,3,12,2,11,NA,NA,NA,NA,3,3,0,1780,1407,1869,5217
260089,1,1,1,4,11,20,1,0,0,DODGE,2016,JOURNEY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,7,1,1,32,0,14,NA,3,AWD,4,4,5,0.179,1927,1692,1834,4887
260090,1,1,1,0,11,3,20,0,0,DODGE,2014,DART,Sedan/Saloon,11,11,0,1,0,9,1,1,8,0,22,22,1,FWD,5,4,5,0.107,1395,1466,1829,4672
260097,1,1,1,4,11,3,1,0,0,CHEVROLET,2017,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,6,1,2,12,2,4,4,3,AWD,4,4,5,0.174,1779,1684,1841,4770
260098,1,1,1,2,11,3,20,0,0,FORD,1997,THUNDERBIRD,Sedan/Saloon,11,11,0,1,0,26,1,1,8,0,18,19,NA,NA,NA,5,5,0,1550,1344,1859,5077
260106,1,1,1,3,11,3,98,0,0,CHEVROLET,2003,IMPALA,Sedan/Saloon,11,11,0,5,1,20,1,6,12,6,12,NA,NA,NA,NA,5,5,0,1540,1463,1854,5080
260106,1,2,2,4,13,3,98,0,7,CHEVROLET,2003,IMPALA,Sedan/Saloon,11,11,1,5,1,20,1,6,12,6,12,NA,NA,NA,NA,5,5,0,1540,1463,1854,5080
260106,1,3,2,0,21,12,20,0,0,CHEVROLET,2003,IMPALA,Sedan/Saloon,11,11,0,5,1,20,1,6,12,6,12,NA,NA,NA,NA,5,5,0,1540,1463,1854,5080
