st_case,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour
200324,1,1,42,0,18,19
200325,1,3,12,6,15,16
200326,1,1,1,0,22,22
200327,1,6,12,6,13,13
200328,1,1,34,0,5,18
200329,2,2,42,0,10,10
200330,1,3,12,6,13,13
200331,1,1,59,0,19,19
200332,1,1,8,0,18,18
200333,1,1,43,0,17,17
200334,1,1,1,0,19,19
200335,1,2,10,0,10,10
200336,1,2,23,0,4,4
200337,1,1,8,0,22,22
200338,1,1,11,0,17,18
200339,1,4,12,6,12,13
200340,1,2,8,0,17,17
200341,1,2,1,0,23,23
200342,1,1,8,0,5,5
200343,1,2,42,0,5,5
200344,1,2,12,6,13,14
200345,1,1,1,0,23,23
200346,1,1,1,0,23,0
200347,1,1,32,0,21,
200348,1,1,11,0,19,19
200349,1,4,44,0,11,11
200350,1,1,8,0,18,18
200351,1,2,12,2,20,21
200352,1,2,33,0,1,1
200353,1,3,12,1,18,18
200354,1,2,12,2,6,6
200355,1,2,12,2,21,21
200356,1,2,12,2,17,5
200357,1,1,33,0,21,21
200358,1,1,8,0,20,
200359,1,2,12,6,16,16
200360,1,3,12,6,14,15
200361,1,3,12,2,18,19
200362,2,3,12,6,13,13
200363,1,1,21,0,0,0
200364,1,4,12,6,14,14
200365,1,1,1,0,13,
200366,1,4,12,6,16,16
200367,2,4,12,6,16,16
200368,1,2,1,0,9,9
200369,1,2,12,6,22,22
200370,1,1,26,0,6,6
200371,1,1,34,0,2,2
200372,1,1,1,0,16,
200373,1,3,33,0,7,7
200374,1,1,8,0,17,18
200375,1,1,33,0,9,9
200376,1,1,38,0,5,
200377,1,3,11,0,21,21
200378,1,2,1,0,18,17
200379,1,2,12,6,17,18
200380,1,8,1,0,23,23
200381,2,2,12,2,11,12
200382,1,2,12,6,14,14
200383,2,3,33,0,1,1
200384,1,1,8,0,3,4
200385,1,3,33,0,22,
200388,1,1,21,0,10,
200389,1,3,12,6,16,16
200390,1,2,35,0,20,20
210001,1,5,12,2,17,17
210002,1,8,12,6,18,19
210003,1,2,14,0,7,7
210004,1,1,35,0,9,9
210005,1,1,8,0,18,18
210006,1,1,52,0,19,19
210007,1,1,42,0,12,12
210008,1,2,24,0,13,13
210009,1,1,34,0,19,20
210010,1,1,8,0,11,11
210011,1,1,35,0,0,0
210012,2,5,12,6,19,19
210013,1,1,34,0,16,17
210014,1,1,8,0,20,20
210015,1,1,53,0,12,12
210016,1,1,8,0,7,7
210017,1,2,12,2,7,8
210018,1,2,12,8,1,1
210019,1,4,12,1,12,12
210020,1,3,12,2,18,17
210021,1,1,24,0,17,18
210022,1,1,30,0,16,16
210023,1,2,12,6,3,4
210024,1,1,35,0,18,18
210025,1,1,1,0,18,18
210026,1,2,12,2,14,15
210027,1,2,12,6,14,14
210028,1,3,12,2,9,8
210029,1,2,42,0,12,12
210030,1,1,42,0,6,6
210031,2,3,12,2,20,20
210032,1,4,12,6,7,7
210033,1,6,12,6,20,20
210034,1,1,35,0,1,1
210035,1,2,12,2,15,15
210036,1,2,12,6,9,10
210037,1,6,12,1,14,14
210038,1,3,32,0,20,19
210039,1,1,1,0,3,3
210040,1,1,59,0,1,1
210041,1,3,12,8,11,12
210042,1,5,12,1,17,17
210043,1,1,42,0,19,19
210044,1,2,1,0,6,6
210045,1,1,24,0,6,7
210046,1,3,12,2,8,8
210047,2,2,42,0,14,18
210048,1,1,8,0,23,23
210049,1,5,12,2,22,22
210050,2,3,12,2,15,15
210051,1,2,12,2,18,19
210052,1,1,8,0,9,9
210053,1,1,42,0,22,23
210054,1,1,1,0,20,1
210055,1,1,8,0,5,5
210056,3,4,12,8,14,14
210057,1,1,39,0,3,3
210058,1,1,52,0,8,8
210059,1,1,32,0,9,9
210060,1,1,8,0,19,19
210061,1,2,14,0,3,3
210062,1,6,12,1,11,11
210063,1,2,14,0,6,6
210064,1,6,12,8,9,9
210065,1,1,30,0,7,7
210066,2,6,12,6,15,15
210067,1,2,12,6,13,14
210068,1,1,42,0,15,15
210069,1,2,12,1,2,2
210070,1,2,1,0,16,16
210071,1,1,8,0,0,0
210073,2,3,24,0,22,23
210074,1,2,42,0,3,3
210075,1,5,12,2,6,6
210076,1,1,1,0,8,8
210077,1,1,8,0,18,18
210078,1,2,12,7,7,7
210079,1,2,1,0,5,5
210080,1,2,12,6,13,13
210081,1,3,12,6,7,7
210082,1,1,1,0,15,15
210083,2,2,14,0,8,8
210084,1,3,12,6,8,8
210085,2,6,12,6,13,13
210086,1,2,12,1,8,9
210087,2,3,12,2,8,8
210088,2,2,12,6,20,20
210089,1,1,35,0,23,0
210090,2,2,35,0,5,5
210091,1,2,12,6,15,15
210092,1,6,12,6,18,18
210093,2,2,42,0,4,4
210094,1,3,12,2,18,18
210095,1,3,12,2,22,22
210096,2,3,32,0,20,20
210097,1,1,24,0,23,23
210098,1,1,32,0,7,8
210099,2,4,34,0,6,7
210100,1,1,32,0,14,15
210101,1,1,15,0,21,21
210102,1,1,1,0,2,3
210103,1,2,12,8,12,12
210104,1,1,42,0,5,6
210105,1,1,12,6,5,5
210106,1,2,14,0,7,7
210107,1,3,12,6,14,14
210108,1,1,34,0,21,21
210109,1,4,12,6,14,14
210110,1,1,42,0,4,4
210111,1,2,35,0,11,11
210112,1,1,59,0,23,23
210113,1,1,8,0,0,0
210114,1,1,24,0,12,12
210115,1,1,25,0,10,11
210116,1,1,8,0,23,23
210117,1,1,42,0,12,12
210118,1,3,12,6,6,6
210119,1,1,24,0,20,20
210120,1,4,12,2,6,6
210121,1,2,1,0,22,23
210122,1,2,12,2,5,6
210123,1,3,30,0,20,20
210124,2,3,12,8,4,4
210125,1,1,35,0,3,3
210126,1,2,1,0,14,14
210127,1,2,11,0,22,22
210128,1,2,12,6,14,14
210129,1,4,12,6,20,21
210130,1,2,25,0,6,7
210131,1,1,8,0,23,23
210132,1,2,8,0,21,22
210133,1,2,1,0,23,23
210135,1,1,35,0,17,17
210136,1,1,24,0,14,14
210137,1,1,35,0,7,7
210138,1,2,12,1,11,11
210139,1,5,12,6,13,13
210140,1,1,1,0,17,18
210141,1,2,12,2,22,22
210142,1,1,35,0,3,5
210143,3,6,12,1,17,17
210144,1,4,12,8,18,18
210145,1,1,42,0,7,7
210146,1,3,12,6,12,12
210147,1,1,42,0,12,12
210148,2,5,12,6,2,2
210149,1,1,1,0,16,16
210150,2,2,12,6,14,14
210151,2,3,12,2,18,18
210152,1,3,12,6,22,22
210153,1,3,12,6,18,19
210154,1,1,53,0,9,9
210155,1,1,8,0,21,21
210156,1,2,8,0,21,21
210157,1,2,10,0,20,20
210158,2,4,42,0,1,1
210159,1,2,24,0,11,11
210160,1,1,30,0,8,8
210161,2,7,12,6,22,22
210162,1,1,11,0,22,23
210163,1,1,24,0,15,16
210164,1,2,35,0,17,17
210165,1,3,12,6,9,9
210166,1,3,30,0,4,4
210167,1,2,21,0,22,23
210168,1,3,12,1,1,1
210169,1,2,12,6,6,6
210170,1,4,8,0,5,5
210171,1,2,12,2,14,14
210172,1,1,35,0,16,16
210173,1,1,35,0,2,2
210174,1,1,42,0,9,9
210175,1,4,12,6,13,13
210176,1,2,35,0,20,20
210177,2,3,12,6,17,17
210178,1,1,35,0,12,12
210179,1,1,42,0,10,10
210180,1,2,12,1,12,12
210181,1,1,8,0,23,23
210182,1,2,12,1,4,4
210183,1,1,38,0,14,15
210184,1,5,12,6,14,14
210185,1,4,12,2,15,16
210186,1,4,12,6,18,18
210187,1,6,12,2,20,19
210188,1,6,12,8,11,11
210189,1,1,24,0,21,21
210190,1,1,42,0,7,7
210191,1,4,35,0,23,23
210192,1,3,12,2,19,19
210193,1,5,12,2,8,8
210194,2,6,12,6,9,9
210195,1,1,42,0,18,18
210196,1,1,24,0,12,12
210197,1,1,35,0,0,0
210198,1,1,35,0,5,5
210199,1,2,8,0,16,16
210200,1,2,12,6,14,14
210201,1,2,12,1,5,5
210202,1,3,12,8,8,8
210203,1,1,8,0,4,4
210204,1,1,35,0,13,14
210205,2,7,12,6,15,15
210206,1,1,8,0,23,23
210207,1,3,12,6,14,14
210208,4,6,24,0,17,17
210209,1,1,42,0,8,8
210210,2,3,12,6,5,5
210211,1,1,42,0,7,7
210212,1,4,12,1,11,11
210213,1,1,35,0,21,21
210214,1,4,12,7,11,11
210215,1,1,42,0,13,14
210216,1,1,8,0,20,21
210217,2,2,33,0,12,12
210218,1,1,24,0,13,14
210219,1,3,12,2,18,18
210220,1,2,12,2,13,13
210221,1,5,12,6,8,9
210222,1,4,12,6,17,17
210223,1,5,12,6,22,22
210224,1,1,32,0,8,9
210225,1,1,35,0,14,14
210226,1,2,12,6,20,20
210227,2,3,43,0,5,5
210228,1,1,35,0,18,18
210229,1,1,38,0,0,0
210230,1,1,30,0,1,1
210231,1,6,12,1,13,13
210232,2,4,12,6,16,16
210233,1,6,12,8,19,19
210234,1,1,9,0,10,10
210235,1,3,12,8,12,13
210236,1,2,12,8,7,7
210237,1,1,59,0,17,18
210238,1,1,42,0,20,21
210239,1,2,35,0,6,6
210240,1,3,12,6,9,9
210241,1,5,1,0,21,21
210243,1,2,5,0,8,9
210244,1,2,12,6,5,5
210245,1,2,12,6,23,23
210246,1,2,42,0,4,4
210247,1,4,12,8,12,12
210248,1,6,12,2,18,18
210249,1,1,8,0,22,22
210250,1,1,38,0,0,0
210251,1,2,35,0,0,1
210252,1,7,12,2,18,18
210253,1,1,1,0,1,1
210254,1,2,35,0,14,15
210255,1,6,12,2,22,22
210256,1,1,8,0,23,23
210257,1,1,42,0,14,15
210258,1,2,35,0,9,9
210259,1,1,42,0,7,7
210260,2,3,32,0,23,23
210261,1,3,12,8,6,6
210262,2,3,57,0,8,0
210263,1,1,42,0,18,19
210264,1,4,12,1,3,3
210265,1,1,1,0,14,14
210266,1,1,42,0,1,1
210267,1,1,32,0,14,15
210268,1,2,12,6,18,18
210269,1,2,12,2,13,13
210270,1,1,35,0,17,17
210271,1,5,12,6,13,13
210272,1,1,30,0,2,2
210273,1,5,24,0,12,12
210274,1,1,24,0,16,17
210275,1,1,1,0,19,19
210276,1,10,12,1,12,13
210277,1,1,42,0,5,5
210278,3,5,12,6,10,10
210279,1,3,12,6,19,19
210281,1,1,35,0,12,12
210283,1,2,53,0,13,14
210284,1,2,12,6,14,
210285,1,1,8,0,20,22
210286,1,1,42,0,21,21
210288,1,1,32,0,19,19
210289,2,2,34,0,15,16
210290,1,2,8,0,21,22
210291,1,4,12,6,7,7
210292,1,2,34,0,10,11
210293,1,1,8,0,23,23
210294,1,1,8,0,2,3
210295,2,4,12,1,8,8
210296,1,2,12,6,15,15
210297,1,2,5,0,19,19
210298,1,3,12,7,21,22
210299,1,1,35,0,6,8
210300,1,1,35,0,22,22
210301,1,1,57,0,21,21
210302,1,2,12,6,0,0
210303,1,2,25,0,9,9
210304,1,2,38,0,13,13
210305,1,2,12,6,14,14
210306,1,2,12,2,14,16
210307,1,1,32,0,17,18
210308,1,5,12,8,15,15
210309,1,2,91,0,1,2
210310,1,4,12,6,15,15
210311,1,1,43,0,15,15
210312,1,3,12,6,21,21
210313,2,3,12,6,21,22
210314,1,1,59,0,19,19
210315,1,7,12,1,16,16
210316,1,1,35,0,22,22
210317,1,1,53,0,16,16
210318,1,1,38,0,4,4
210319,1,1,35,0,22,22
210320,1,1,31,0,18,18
210321,1,1,42,0,0,5
210322,1,3,42,0,23,23
210323,1,1,8,0,0,0
210324,1,2,57,0,19,19
210325,1,2,12,1,6,6
210326,1,2,12,6,10,10
210327,1,2,12,1,14,14
210328,1,3,42,0,17,18
210329,1,4,12,6,13,13
210330,1,1,42,0,16,17
210331,1,2,1,0,19,20
210332,1,1,42,0,18,18
210333,1,1,35,0,21,21
210334,1,1,35,0,22,22
210335,1,4,8,0,21,21
210336,1,5,12,2,13,13
210337,1,2,12,6,15,15
210338,1,1,38,0,23,23
210339,1,1,8,0,5,6
210340,2,3,12,6,14,14
210341,1,1,8,0,23,23
210342,1,3,12,6,4,4
210343,1,2,12,6,9,10
210344,1,3,12,2,13,13
210345,1,1,1,0,15,15
210346,1,1,42,0,13,13
210347,1,1,42,0,15,15
210348,1,1,9,0,0,0
210349,1,1,31,0,18,18
210350,1,4,12,1,12,12
210351,1,3,35,0,14,14
210353,1,3,12,6,11,12
210354,1,1,1,0,18,18
210355,1,1,30,0,17,17
210356,1,1,33,0,22,22
210357,1,2,25,0,21,20
210358,1,2,59,0,19,20
210359,1,1,1,0,17,17
210360,1,1,8,0,22,22
210361,1,2,12,7,12,12
210362,1,1,11,0,6,6
210363,3,14,12,6,23,23
210364,1,2,8,0,15,
210365,1,1,8,0,1,1
210367,1,1,42,0,20,20
210368,1,1,35,0,0,0
210369,1,1,8,0,0,0
210370,1,3,12,8,15,15
210371,1,1,33,0,20,20
210372,1,2,12,6,9,9
210373,1,3,12,6,21,21
210374,1,3,12,6,15,15
210375,1,1,8,0,21,21
210376,1,5,12,1,12,12
210377,1,1,1,0,23,23
210378,1,2,12,2,10,10
210379,1,4,12,1,1,1
210380,1,2,53,0,2,2
210381,1,1,24,0,19,19
210382,1,1,8,0,23,0
210383,1,1,35,0,17,17
210384,1,1,9,0,20,20
210385,1,1,35,0,20,20
210387,1,3,12,6,18,18
210388,1,2,12,6,14,15
210389,1,2,24,0,18,18
210390,1,1,35,0,21,21
210391,1,2,12,2,11,11
210392,1,3,12,6,12,12
210393,1,1,35,0,13,13
210394,1,2,35,0,14,14
210395,1,1,18,0,15,15
210396,1,1,8,0,23,23
210397,2,3,1,0,14,14
210398,1,2,12,6,17,17
210399,1,1,32,0,17,17
210400,1,1,35,0,9,10
210401,1,2,12,6,12,12
210402,1,3,12,8,8,8
210403,1,3,12,6,12,12
210404,1,2,12,6,15,11
210405,1,2,12,6,21,21
210406,1,3,12,2,3,3
210407,2,3,12,6,12,13
210408,1,3,12,6,16,16
210409,1,1,32,0,23,23
210410,1,1,1,0,5,5
210411,1,1,35,0,11,12
210412,1,1,35,0,13,13
210413,1,1,42,0,23,23
210414,1,3,12,6,0,0
210415,1,2,12,6,4,4
210416,1,1,35,0,21,21
210417,2,5,12,6,22,22
210418,1,1,35,0,17,21
210419,1,1,53,0,0,0
210420,1,4,12,6,15,15
210421,1,1,57,0,18,18
210422,1,2,42,0,10,10
210423,1,2,8,0,10,11
210424,1,1,35,0,3,4
210425,1,2,12,6,19,20
210426,1,2,8,0,21,21
210427,1,4,12,6,19,19
210428,2,3,43,0,14,16
210429,1,2,12,6,20,21
210430,1,1,9,0,16,16
210431,1,4,12,1,5,5
210432,1,3,12,1,15,15
210433,1,3,12,6,19,19
210434,1,1,9,0,5,6
210436,1,1,35,0,9,9
210437,1,3,12,8,8,9
210438,1,3,12,6,12,13
210439,1,1,42,0,10,10
210440,1,2,12,9,14,14
210441,1,1,8,0,23,23
210442,1,5,17,0,5,5
210443,1,1,8,0,1,1
210444,1,2,12,1,23,23
210445,1,1,35,0,12,12
210446,1,2,53,0,21,21
210447,2,6,12,8,17,17
210448,2,2,12,2,18,19
210449,1,2,32,0,9,9
210450,1,5,12,7,11,11
210451,1,3,24,0,14,14
210452,2,2,8,0,2,3
210453,1,2,12,2,10,11
210454,1,3,30,0,19,19
210455,1,2,12,2,8,9
210456,1,1,34,0,1,1
210457,1,1,24,0,18,18
210458,1,1,8,0,,22
210459,1,3,1,0,14,14
210460,1,1,24,0,5,
210461,1,1,42,0,17,18
210462,2,2,35,0,4,18
210463,1,4,42,0,16,16
210464,1,1,8,0,23,23
210465,1,3,12,6,6,6
210466,1,2,35,0,21,21
210467,1,1,8,0,21,21
210468,1,4,12,1,5,5
210469,3,5,12,6,23,23
210471,1,4,12,2,21,21
210472,1,2,42,0,8,8
210473,1,1,38,0,21,22
210474,1,3,12,6,14,14
210475,2,3,12,2,14,15
210476,1,2,12,2,5,5
210477,1,2,12,6,6,6
210478,1,1,25,0,13,13
210479,1,2,12,6,12,12
210480,2,3,19,0,23,0
210482,1,1,35,0,3,9
210483,1,1,35,0,13,13
210484,1,1,33,0,14,0
210485,1,1,35,0,18,18
210486,1,2,12,6,18,18
210487,1,5,12,7,1,1
210488,1,1,1,0,6,6
210489,1,1,15,0,22,22
210490,2,2,12,2,9,9
210491,1,4,8,0,14,14
210492,1,2,12,2,14,14
210493,1,5,12,6,17,17
210494,1,2,12,2,21,21
210495,1,2,35,0,19,19
210496,1,7,12,6,22,22
210497,1,1,8,0,13,14
210498,1,2,42,0,19,19
210499,1,2,12,8,14,14
210500,1,1,42,0,8,8
210501,1,2,21,0,16,16
210502,1,1,24,0,18,19
210503,1,2,24,0,15,15
210504,1,2,12,2,13,14
210505,1,1,58,0,0,0
210506,1,5,5,0,4,4
210507,1,2,12,1,11,11
210508,1,2,12,8,17,18
210509,1,2,12,2,15,13
210510,1,1,35,0,14,15
210511,1,6,24,0,21,21
210512,1,3,12,6,9,9
210513,1,2,12,8,6,6
210514,1,2,42,0,21,21
210515,1,6,12,2,12,12
210516,2,10,12,1,15,15
210517,1,1,8,0,1,1
210518,1,1,35,0,6,5
210519,1,1,35,0,18,19
210520,3,5,12,2,19,19
210521,1,6,12,1,11,12
210522,1,1,53,0,0,0
210523,1,4,12,1,12,12
210524,1,1,8,0,20,20
210525,1,2,12,7,19,19
210526,1,4,1,0,13,13
210527,1,3,12,6,1,1
210528,1,3,12,6,20,20
210529,2,4,35,0,22,23
210530,1,2,12,2,10,10
210531,1,2,12,6,16,16
210532,1,3,12,2,14,14
210533,1,1,30,0,5,5
210534,1,1,35,0,16,15
210535,1,1,8,0,4,4
210536,1,1,35,0,19,20
210537,1,1,59,0,20,20
210538,1,1,24,0,21,0
210539,1,1,35,0,6,6
210540,1,2,12,8,15,16
210541,1,1,8,0,3,3
210542,1,2,12,6,11,11
210543,1,3,12,8,21,21
210544,1,2,30,0,1,1
210545,1,2,57,0,3,4
210546,1,2,8,0,2,2
210547,1,4,12,1,2,2
210548,1,3,12,2,21,20
210549,1,3,8,0,18,18
210550,2,2,42,0,0,0
210551,1,12,12,1,20,20
210552,1,3,12,1,20,20
210553,1,1,1,0,14,14
210554,1,1,19,0,6,6
210556,1,2,18,0,19,20
210557,1,3,8,0,23,23
210558,1,2,12,6,16,17
210559,1,1,53,0,13,13
210560,1,4,12,6,15,15
210561,1,7,12,7,6,6
210562,1,1,52,0,14,14
210563,1,1,23,0,23,23
210564,1,3,8,0,15,16
210565,1,2,12,2,13,13
210566,1,2,12,7,21,21
210567,1,4,12,1,23,23
210568,1,1,30,0,0,
210569,1,3,12,1,6,6
210570,1,2,42,0,13,14
210571,1,1,1,0,23,23
210572,1,5,12,1,15,15
210573,1,3,12,2,10,10
210574,1,4,12,8,7,7
210575,1,1,32,0,4,0
210576,1,4,12,2,20,20
210577,1,2,12,2,14,14
210578,1,2,12,1,17,17
210579,1,5,25,0,10,11
210580,1,2,12,8,16,
210581,1,2,12,2,17,17
210582,1,3,12,6,15,15
210583,1,4,5,0,1,1
210584,1,2,42,0,14,14
210585,2,2,1,0,17,17
210586,1,2,12,9,16,16
210587,1,1,30,0,20,
210588,1,1,34,0,12,13
210589,1,2,12,2,17,17
210590,1,1,42,0,12,12
210591,1,1,34,0,11,11
210592,1,2,12,6,17,17
210593,1,1,8,0,21,21
210594,1,1,42,0,5,6
210595,2,3,12,6,16,16
210596,1,3,12,2,14,15
210597,1,2,42,0,23,23
210598,1,2,12,8,6,0
210599,1,1,11,0,12,12
210600,1,1,35,0,21,22
210601,1,1,8,0,15,16
210602,1,2,32,0,15,16
210603,1,1,8,0,17,17
210604,1,3,12,1,22,22
210605,1,1,8,0,19,19
210606,1,2,12,6,10,0
210607,1,1,15,0,23,23
210608,1,2,8,0,22,22
210609,1,1,35,0,15,15
210610,1,2,15,0,18,18
210611,1,1,8,0,19,20
210612,1,4,12,6,14,14
210613,1,1,24,0,18,18
210614,1,3,1,0,17,18
210615,1,1,8,0,1,1
210616,1,6,12,6,19,19
210617,1,1,8,0,4,4
210618,1,1,8,0,22,22
210619,1,2,34,0,23,23
210620,1,1,42,0,5,5
210621,2,2,42,0,3,7
210622,1,1,8,0,17,17
210623,1,1,8,0,1,1
210624,1,2,12,2,12,12
210625,1,2,12,8,12,12
210626,1,4,8,0,18,18
210628,1,3,12,8,14,14
210629,1,1,53,0,21,21
210630,1,1,35,0,8,9
210631,1,4,11,0,19,19
210632,1,1,8,0,18,18
210633,2,4,35,0,7,8
210634,1,1,1,0,13,13
210635,1,1,8,0,0,1
210636,1,1,35,0,22,10
210637,1,4,38,0,1,1
210638,1,2,33,0,7,0
210639,1,1,35,0,14,14
210640,1,1,14,0,16,17
210641,1,1,33,0,8,8
210642,1,2,42,0,12,12
210643,1,1,35,0,16,16
210644,1,1,32,0,17,17
210645,1,2,12,1,6,7
210646,1,2,11,0,4,4
210647,1,2,42,0,15,15
210648,1,1,52,0,13,13
210649,1,1,14,0,0,1
210650,1,1,38,0,0,0
210651,1,2,23,0,4,0
210652,1,1,1,0,16,12
210653,1,2,35,0,12,11
210654,1,2,12,7,4,5
210655,1,2,12,6,13,13
210656,2,2,35,0,12,11
210657,1,2,12,2,18,18
210658,1,1,43,0,8,9
210659,1,1,42,0,14,14
210660,1,3,12,2,18,18
210661,1,2,42,0,1,1
210662,1,1,42,0,19,19
210663,1,1,24,0,15,15
210664,2,6,14,0,0,0
210665,1,1,24,0,15,15
210666,1,2,12,6,16,16
210667,1,3,24,0,18,18
210668,1,2,38,0,1,2
210669,1,1,24,0,15,15
210670,2,2,35,0,20,20
210671,1,1,8,0,22,22
210672,1,3,12,6,16,16
210673,1,1,1,0,19,19
210674,1,3,12,2,15,15
210675,1,1,32,0,21,21
210676,1,3,12,6,18,18
210677,1,2,32,0,5,6
210678,1,1,8,0,5,5
210679,1,1,24,0,2,2
210680,1,3,8,0,21,21
210681,1,2,42,0,21,22
210682,1,2,35,0,11,11
210683,1,1,42,0,23,23
210684,1,1,35,0,18,18
210685,1,2,23,0,7,6
210686,1,3,8,0,21,21
210687,1,1,30,0,2,2
210688,1,1,30,0,13,14
210689,1,2,8,0,23,23
210690,1,1,35,0,20,0
210691,2,5,12,2,14,14
210692,1,1,42,0,20,20
210693,1,2,1,0,3,3
210694,1,1,8,0,19,19
210695,1,1,19,0,9,9
210696,1,1,8,0,18,18
210697,1,1,30,0,3,3
210698,1,3,8,0,18,18
210699,1,1,30,0,18,18
210700,1,2,12,2,4,4
210701,1,1,5,0,18,18
210702,1,4,12,8,23,23
210703,1,1,8,0,16,16
210704,1,1,8,0,1,2
210705,1,1,35,0,0,0
210706,1,2,12,2,5,0
210707,1,1,53,0,16,16
210708,1,3,12,1,14,14
210709,1,1,42,0,23,23
210710,1,1,8,0,19,19
210711,1,1,35,0,14,14
210712,1,1,35,0,13,13
210713,1,3,12,6,7,8
210714,2,2,11,0,21,21
210715,1,1,23,0,11,11
210716,1,2,24,0,7,7
210717,1,2,12,6,14,14
210718,1,1,35,0,2,3
210719,1,1,8,0,18,18
210720,1,1,34,0,22,22
210721,1,1,32,0,10,10
210723,1,1,53,0,15,16
210724,1,1,93,0,18,18
220001,1,3,12,6,15,15
220002,1,1,34,0,20,20
220003,2,2,30,0,1,1
220004,1,1,8,0,18,19
220005,1,1,30,0,23,0
220006,1,1,8,0,4,4
220007,1,1,52,0,15,15
220008,1,1,34,0,17,17
220009,1,1,31,0,1,1
220010,1,1,42,0,0,
220011,1,1,32,0,19,19
220012,1,2,42,0,17,17
220013,1,3,8,0,23,23
220014,1,1,8,0,23,23
220015,1,1,8,0,18,18
220016,1,1,33,0,22,22
220017,1,1,8,0,17,18
220018,1,1,8,0,18,18
220019,1,1,34,0,23,23
220020,1,1,7,0,9,9
220021,1,1,8,0,23,23
220023,1,1,42,0,22,
220024,1,1,8,0,19,19
220025,1,1,34,0,7,15
220026,1,1,35,0,0,
220027,1,1,8,0,21,
220028,1,2,8,0,23,23
220029,1,1,8,0,20,21
220030,1,1,5,0,12,
220031,1,1,5,0,16,16
220032,1,1,35,0,3,4
220033,1,1,8,0,19,19
220034,1,1,42,0,18,18
220035,1,1,8,0,17,
220036,1,1,34,0,23,23
220037,1,1,35,0,0,0
220038,1,2,12,6,20,20
220039,2,2,1,0,6,6
220040,1,1,9,0,14,14
220041,1,1,33,0,3,3
220042,1,1,42,0,22,23
220043,1,1,8,0,19,20
220044,1,3,23,0,16,16
220045,1,3,9,0,19,19
220046,1,1,35,0,2,2
220047,1,2,42,0,23,
220048,1,1,53,0,1,1
220049,1,3,42,0,17,17
220050,1,4,12,6,8,8
220052,1,2,12,2,13,13
220053,1,3,12,6,2,2
220054,2,3,12,2,16,16
220055,1,3,12,6,19,19
220056,1,1,32,0,13,13
220057,2,9,12,1,21,21
220058,1,4,12,2,18,18
220059,1,1,53,0,18,18
220060,2,10,12,9,16,17
220061,1,3,12,2,16,17
220062,1,2,12,2,3,3
220063,2,5,12,7,11,12
220064,1,1,34,0,21,21
220065,1,2,8,0,20,20
220066,1,2,12,6,18,18
220067,1,2,12,6,17,17
220068,2,2,12,7,17,
220069,1,2,12,1,11,11
220070,1,2,12,7,12,12
220071,1,2,12,6,11,12
220072,1,2,12,1,6,6
220073,1,2,12,6,11,11
220074,2,3,12,2,12,12
220075,1,3,12,6,8,8
220076,1,2,12,2,20,21
220077,1,3,12,2,10,11
220078,2,2,12,2,6,6
220079,1,1,8,0,2,
220080,1,1,34,0,0,1
220081,1,2,33,0,18,18
220082,1,1,42,0,6,6
220083,1,2,12,6,6,6
220084,1,1,32,0,1,1
220085,2,3,32,0,1,1
220086,1,3,8,0,0,0
220087,1,3,12,6,13,13
220088,1,5,12,6,15,15
220089,1,3,14,0,15,15
220090,1,1,9,0,6,7
220091,1,2,12,2,22,23
220092,1,2,11,0,20,20
220093,1,2,12,7,19,20
220094,1,2,12,2,17,17
220095,1,2,1,0,15,15
220096,1,2,12,1,13,13
220097,1,8,12,2,19,20
220098,1,1,32,0,0,0
220099,1,2,12,1,12,13
220100,1,1,8,0,21,22
220101,1,1,25,0,3,3
220102,1,1,25,0,2,2
220103,1,2,12,6,12,12
220104,1,1,43,0,10,10
220105,1,1,1,0,15,15
220106,1,1,34,0,22,22
220107,1,1,8,0,7,
220108,1,1,8,0,14,4
220109,1,1,8,0,21,21
220110,1,1,7,0,2,15
220111,1,1,52,0,19,
220112,1,1,42,0,3,3
220113,1,5,42,0,1,1
220114,1,2,33,0,4,
220115,1,2,7,0,9,10
220116,1,2,30,0,11,11
220117,1,1,42,0,6,
220118,1,1,8,0,20,20
220119,1,2,12,1,6,8
220120,1,1,8,0,5,5
220121,1,1,34,0,21,21
220122,1,1,38,0,7,7
220123,1,1,30,0,5,5
220124,1,1,33,0,7,7
220125,1,6,12,1,19,
220126,1,4,12,6,11,12
220127,1,3,42,0,3,4
220128,2,2,42,0,23,0
220129,1,1,8,0,0,0
220130,1,2,42,0,12,12
220131,1,1,8,0,21,22
220132,2,5,31,0,22,22
220133,2,2,34,0,17,17
220134,1,1,8,0,6,6
220135,1,2,42,0,19,19
220136,1,6,8,0,22,22
220137,1,1,8,0,5,5
220138,1,1,8,0,21,21
220139,1,1,34,0,21,21
220140,1,1,34,0,0,1
220141,1,1,31,0,22,22
220142,1,1,30,0,9,9
220143,1,3,12,6,11,11
220144,1,2,42,0,16,16
220145,1,3,12,6,17,
220146,1,3,12,2,21,
220147,1,3,42,0,23,0
220148,2,2,34,0,1,
220149,1,1,8,0,5,5
220150,1,2,14,0,20,20
220151,1,2,12,1,17,17
220152,1,2,8,0,19,20
220153,1,2,18,0,2,
220154,1,1,8,0,5,
220155,1,1,42,0,18,18
220156,1,1,9,0,17,17
220157,2,8,12,2,21,22
220158,1,1,93,0,23,23
220159,1,1,19,0,20,
220160,1,1,34,0,21,22
