st_case,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour
220161,1,1,1,0,3,3
220162,1,1,31,0,21,22
220163,1,1,33,0,18,
220164,1,1,19,0,15,16
220165,1,2,26,0,21,21
220166,1,1,42,0,5,5
220167,1,6,14,0,14,14
220168,1,1,12,1,7,7
220169,1,2,12,2,7,7
220170,1,2,14,0,16,17
220171,1,2,12,1,5,5
220172,1,2,12,6,18,19
220173,1,1,31,0,6,6
220174,1,2,9,0,20,20
220175,1,3,12,7,5,
220176,1,3,1,0,6,7
220177,1,1,8,0,7,7
220178,1,3,35,0,13,13
220179,1,2,12,6,7,6
220180,2,2,42,0,1,
220181,1,1,34,0,20,21
220182,1,2,42,0,12,12
220183,1,3,8,0,20,20
220184,1,2,8,0,8,8
220185,1,1,38,0,4,4
220186,2,2,1,0,21,21
220187,1,1,34,0,10,11
220188,1,1,19,0,13,13
220189,1,4,12,8,17,18
220190,1,2,12,6,17,17
220191,1,6,12,6,23,23
220192,1,6,12,8,10,
220193,1,2,12,1,9,9
220194,1,2,34,0,15,15
220195,1,2,12,6,18,18
220196,2,4,8,0,17,
220197,1,2,12,6,22,22
220198,4,3,42,0,21,21
220199,1,2,8,0,22,22
220200,1,1,8,0,4,4
220201,1,2,12,2,14,
220202,1,2,12,2,7,8
220203,2,2,12,2,21,
220204,1,3,12,7,0,0
220205,1,1,8,0,0,
220206,1,1,31,0,22,22
220207,1,2,12,2,17,18
220208,1,5,12,6,23,23
220209,2,6,12,6,16,16
220210,1,2,9,0,13,13
220211,1,3,12,6,23,23
220212,1,3,12,6,16,16
220213,1,2,9,0,13,13
220215,1,1,33,0,15,15
220216,1,3,12,6,12,12
220217,1,1,12,2,1,2
220218,2,3,12,1,15,16
220219,1,2,12,2,20,20
220221,1,1,10,0,20,20
220222,1,1,9,0,2,2
220223,1,2,12,6,1,1
220224,1,4,12,2,22,22
220225,1,3,12,6,11,12
220226,1,10,12,1,18,19
220227,1,2,12,6,19,19
220228,1,3,8,0,13,13
220229,1,2,12,2,20,20
220230,1,1,1,0,22,22
220231,1,2,12,2,6,6
220232,1,2,14,0,1,2
220233,1,3,12,6,17,17
220234,1,2,12,6,7,7
220235,1,4,1,0,11,11
220236,1,6,12,1,19,
220237,1,9,12,1,13,13
220238,1,3,12,7,2,2
220239,1,3,14,0,15,15
220240,1,2,12,7,6,7
220241,1,2,8,0,21,21
220242,1,1,8,0,0,0
220243,2,2,32,0,23,23
220244,1,2,12,6,5,5
220245,1,3,24,0,13,13
220246,1,1,42,0,15,15
220248,1,2,1,0,1,1
220249,1,4,12,2,0,0
220250,1,7,12,2,17,17
220251,1,1,32,0,21,21
220252,1,3,12,2,22,22
220253,1,1,9,0,19,19
220254,1,1,33,0,14,14
220255,1,1,30,0,15,16
220256,1,4,33,0,12,12
220257,1,1,35,0,17,17
220258,1,1,35,0,0,
220259,1,1,8,0,20,20
220260,1,1,8,0,23,23
220261,1,3,93,0,2,2
220262,1,1,42,0,16,16
220263,1,1,1,0,3,9
220264,1,1,8,0,0,
220265,1,2,34,0,20,20
220266,1,3,12,1,7,
220267,1,2,12,2,17,17
220268,1,1,42,0,15,15
220269,1,5,12,1,18,18
220270,1,1,35,0,11,11
220271,1,1,24,0,16,16
220272,1,1,23,0,15,15
220273,1,1,8,0,0,0
220274,1,1,1,0,22,22
220275,1,2,12,1,18,18
220276,1,1,8,0,17,17
220277,1,1,8,0,3,
220278,1,2,35,0,0,0
220279,1,1,34,0,19,19
220280,1,1,8,0,0,0
220281,1,1,35,0,14,14
220282,1,1,33,0,4,4
220283,1,1,34,0,19,20
220284,1,1,33,0,11,11
220285,1,1,53,0,21,21
220286,1,1,42,0,20,20
220287,1,1,8,0,21,21
220288,1,2,34,0,19,20
220289,2,2,12,2,18,20
220290,1,2,12,2,14,14
220291,1,3,12,6,8,8
220292,1,3,12,2,21,20
220293,1,1,42,0,0,0
220294,1,1,30,0,18,19
220295,3,3,35,0,1,
220296,1,1,34,0,19,19
220297,1,1,34,0,15,16
220298,1,2,12,1,10,10
220299,1,2,8,0,20,20
220300,1,1,33,0,15,15
220301,1,1,8,0,5,5
220302,1,4,12,6,12,12
220303,1,1,35,0,9,10
220304,1,1,9,0,13,15
220305,1,2,12,6,9,10
220306,1,1,24,0,16,17
220307,1,1,31,0,17,18
220308,1,2,12,2,15,15
220309,1,2,34,0,18,18
220310,1,1,8,0,20,
220311,1,1,34,0,22,22
220312,1,2,12,6,15,15
220313,1,6,35,0,1,2
220315,1,2,12,6,13,13
220316,1,4,12,6,16,17
220317,1,3,42,0,18,18
220318,1,2,12,1,0,0
220319,2,3,12,7,22,22
220320,1,5,12,6,15,16
220321,1,2,12,2,16,16
220322,5,11,12,2,11,11
220323,1,1,30,0,2,2
220324,1,1,11,0,20,20
220325,1,2,9,0,21,21
220326,1,1,42,0,14,14
220327,1,3,12,6,17,17
220328,1,4,14,0,22,22
220329,1,3,12,2,12,12
220330,1,2,12,6,2,2
220331,1,2,12,6,20,20
220332,1,1,32,0,3,
220333,1,1,8,0,21,21
220334,1,5,12,2,13,13
220335,1,3,12,6,16,16
220336,1,1,32,0,21,22
220337,1,2,12,6,16,16
220338,1,2,46,0,21,22
220339,1,1,9,0,19,
220340,1,2,12,6,17,17
220341,1,1,1,0,21,21
220342,1,1,34,0,1,1
220343,1,3,42,0,0,0
220344,1,1,42,0,3,3
220345,1,5,12,6,16,17
220346,1,3,12,2,18,18
220347,1,2,12,2,19,19
220348,1,1,35,0,17,17
220349,2,4,12,1,9,9
220350,2,1,8,0,5,5
220351,1,2,8,0,22,23
220352,1,1,34,0,19,19
220353,1,3,12,6,22,22
220354,1,2,12,1,19,19
220355,1,9,12,2,12,12
220356,1,1,42,0,0,1
220357,1,7,12,2,14,14
220358,1,3,12,6,11,11
220360,2,4,12,7,8,8
220361,1,5,1,0,2,3
220362,1,3,5,0,3,
220363,1,1,1,0,22,22
220364,1,1,43,0,21,22
220365,1,1,35,0,23,23
220366,1,4,12,1,7,7
220367,1,1,33,0,20,20
220368,1,1,42,0,17,17
220369,1,1,34,0,1,1
220370,1,2,7,0,5,5
220371,1,1,32,0,5,6
220372,1,2,42,0,8,8
220373,1,2,12,6,12,2
220374,1,1,43,0,16,
220375,1,2,12,6,22,23
220377,1,1,8,0,3,4
220378,1,1,34,0,21,21
220379,1,1,43,0,2,2
220380,1,1,32,0,22,22
220381,1,2,12,1,21,21
220382,1,1,35,0,1,
220383,1,1,42,0,5,5
220384,1,1,1,0,20,21
220385,1,2,12,2,5,5
220386,1,7,12,6,1,1
220387,1,1,8,0,19,
220388,1,1,8,0,6,6
220389,1,1,9,0,8,8
220390,1,2,25,0,3,4
220391,1,1,9,0,0,1
220392,1,5,12,1,15,16
220393,1,1,8,0,3,
220394,1,2,12,2,5,5
220395,1,1,35,0,21,21
220396,1,1,35,0,4,4
220397,1,1,35,0,15,15
220398,1,3,12,6,23,23
220399,1,1,34,0,6,6
220400,1,1,46,0,0,
220401,1,2,8,0,21,
220402,2,2,12,2,21,22
220403,2,5,25,0,23,23
220404,1,1,43,0,21,9
220405,1,2,34,0,17,18
220406,1,1,59,0,15,16
220407,1,1,30,0,4,4
220408,1,1,1,0,13,16
220409,1,1,34,0,6,6
220411,1,1,35,0,12,13
220412,1,3,24,0,19,20
220413,1,2,1,0,23,23
220414,1,2,12,6,7,8
220415,1,1,1,0,23,23
220416,1,2,34,0,7,7
220417,1,1,9,0,9,9
220418,1,3,34,0,3,4
220419,1,2,12,2,12,12
220421,1,5,5,0,0,1
220422,1,1,23,0,17,
220424,1,1,8,0,19,20
220425,1,1,14,0,22,22
220426,1,5,12,1,19,19
220427,2,3,12,1,3,4
220428,1,3,9,0,6,
220429,2,3,59,0,19,19
220430,1,3,12,2,7,7
220431,1,6,12,6,14,15
220432,1,2,8,0,0,1
220433,1,2,12,1,16,17
220434,1,3,12,1,8,8
220435,1,1,8,0,4,4
220436,1,3,12,2,7,7
220437,1,1,9,0,21,
220438,1,5,8,0,22,22
220439,2,4,12,1,22,22
220440,1,2,12,2,15,15
220441,1,2,1,0,17,17
220442,1,1,38,0,16,15
220443,1,7,8,0,20,
220444,1,2,12,6,12,12
220445,1,5,12,6,15,16
220446,1,1,23,0,23,
220447,2,5,12,2,20,20
220448,1,3,12,6,6,7
220449,1,2,12,6,2,3
220450,2,3,34,0,23,0
220451,1,3,12,1,0,1
220452,1,1,42,0,13,13
220453,1,2,8,0,21,22
220454,1,1,8,0,22,22
220455,1,1,34,0,20,21
220456,1,1,9,0,5,5
220457,1,2,12,9,0,0
220458,1,1,32,0,17,
220459,2,1,8,0,20,20
220460,1,0,8,0,11,11
220461,1,2,8,0,20,
220462,1,1,8,0,5,
220463,1,1,9,0,8,
220464,1,2,12,1,12,13
220465,1,2,12,2,6,7
220466,2,7,12,6,15,15
220467,1,1,8,0,0,0
220468,1,1,42,0,22,23
220469,1,1,8,0,19,19
220470,1,1,34,0,8,9
220471,1,1,24,0,4,
220472,1,1,8,0,19,19
220473,1,6,12,1,0,0
220474,2,6,12,1,17,17
220475,1,2,12,2,10,11
220476,1,2,12,2,23,0
220477,1,2,9,0,20,20
220478,1,4,57,0,17,17
220479,2,4,12,2,0,0
220480,2,5,12,6,15,15
220481,1,2,12,6,9,9
220482,1,1,9,0,8,8
220483,1,22,5,0,18,18
220484,1,1,8,0,21,22
220485,1,4,12,1,4,4
220486,1,2,12,2,21,21
220487,2,5,12,1,18,18
220488,1,1,9,0,8,6
220489,1,2,12,8,12,12
220490,1,2,12,2,4,4
220491,1,4,12,1,18,18
220492,1,3,12,6,0,0
220493,1,2,34,0,22,23
220494,1,1,25,0,18,
220495,1,1,1,0,23,0
220496,1,1,34,0,14,15
220497,1,1,25,0,5,6
220498,1,4,33,0,3,3
220499,1,1,34,0,12,12
220500,1,3,34,0,18,18
220501,2,1,8,0,17,17
220503,1,1,1,0,14,15
220504,2,3,12,6,9,9
220505,1,2,12,2,6,7
220506,1,3,12,2,11,11
220507,1,2,12,6,14,14
220508,1,1,42,0,1,
220509,1,4,12,1,14,14
220510,1,4,1,0,21,21
220511,1,1,8,0,4,4
220512,1,1,8,0,5,
220513,1,4,12,2,18,18
220514,1,4,12,6,20,20
220515,1,1,8,0,21,21
220516,1,1,30,0,20,21
220517,1,1,8,0,21,22
220518,1,1,46,0,21,21
220519,1,3,12,1,23,23
220520,1,1,30,0,19,19
220521,1,2,12,2,20,20
220522,1,1,33,0,22,22
220523,2,4,12,1,4,4
220524,1,2,38,0,1,1
220525,1,3,12,2,16,17
220526,1,1,24,0,16,15
220527,1,1,33,0,3,3
220528,1,3,8,0,2,
220529,1,1,30,0,21,21
220530,1,6,12,1,10,11
220531,1,14,12,1,11,11
220532,1,6,12,6,23,23
220533,1,3,12,1,18,18
220534,1,3,12,98,16,16
220535,1,2,12,1,23,23
220536,1,8,12,1,20,20
220537,1,3,12,1,19,20
220538,2,4,12,7,8,8
220539,2,8,12,1,20,20
220540,1,3,12,2,6,6
220541,1,1,15,0,20,20
220542,1,2,12,6,16,16
220543,1,2,12,9,9,9
220544,1,1,8,0,2,2
220545,1,2,1,0,17,18
220546,1,1,8,0,19,
220547,1,3,12,6,14,15
220548,1,1,8,0,22,22
220549,1,2,12,1,21,
220550,1,2,12,6,12,
220551,1,1,8,0,22,22
220552,1,2,12,7,21,21
220553,1,1,34,0,20,20
220554,1,2,12,2,19,20
220555,1,2,12,2,22,22
220556,1,1,52,0,23,
220557,2,3,12,2,14,15
220558,1,1,9,0,19,19
220559,3,4,34,0,18,18
220560,1,2,12,8,8,
220561,1,2,42,0,17,
220562,1,1,59,0,17,18
220563,1,2,12,6,20,20
220564,1,1,34,0,,
220565,1,3,12,8,14,14
220566,1,1,18,0,16,16
220567,1,1,8,0,23,0
220568,1,3,34,0,0,0
220569,1,1,9,0,16,16
220570,1,3,12,1,0,1
220571,1,1,9,0,,21
220572,1,1,8,0,18,18
220573,1,1,34,0,18,19
220574,1,2,33,0,12,12
220575,1,1,1,0,17,17
220576,1,1,9,0,13,13
220577,1,2,12,2,21,21
220578,1,1,8,0,20,
220580,1,1,53,0,10,12
220581,1,2,12,2,8,8
220582,1,3,12,8,16,16
220583,1,1,1,0,19,19
220584,1,1,8,0,22,22
220585,1,1,30,0,10,10
220586,1,5,8,0,18,18
220587,1,2,8,0,19,19
220588,1,2,12,6,12,12
220589,1,2,8,0,20,20
220590,1,2,12,8,6,6
220591,1,4,12,2,6,6
220592,2,5,12,2,17,18
220593,2,7,12,6,15,15
220594,1,2,12,8,19,19
220595,1,2,12,9,22,
220596,1,2,12,6,2,3
220597,1,2,33,0,4,4
220598,1,1,32,0,6,6
220599,1,2,12,6,9,9
220600,1,2,12,2,14,14
220601,1,1,9,0,,
220602,1,4,8,0,21,21
220603,1,2,12,6,12,13
220604,1,1,32,0,16,17
220605,1,1,8,0,13,13
220606,1,3,12,6,17,18
220607,1,1,1,0,20,20
220608,1,3,12,2,8,8
220609,1,5,19,0,23,23
220610,1,3,12,2,6,6
220611,1,1,8,0,20,20
220612,1,3,25,0,2,2
220613,1,2,44,0,23,
220614,1,2,35,0,23,23
220615,1,2,12,2,7,7
220616,1,1,32,0,9,9
220617,1,1,8,0,20,20
220618,1,2,8,0,22,22
220619,1,2,12,6,14,15
220620,1,1,8,0,9,10
220621,1,1,1,0,1,2
220622,1,2,32,0,21,22
220623,1,1,24,0,3,3
220624,1,3,8,0,12,
220625,1,3,8,0,21,21
220626,1,1,59,0,16,16
220627,1,1,9,0,21,21
220628,1,2,42,0,0,1
220629,1,1,9,0,22,22
220630,1,1,5,0,19,19
220631,1,1,20,0,2,2
220632,1,2,8,0,19,19
220633,1,1,53,0,3,
220634,1,1,24,0,2,
220635,1,1,42,0,12,
220636,1,1,42,0,0,0
220637,1,3,8,0,17,17
220638,1,1,8,0,5,6
220639,1,3,8,0,17,17
220640,1,1,42,0,19,19
220641,1,1,8,0,5,
220642,1,1,34,0,6,6
220643,1,1,32,0,8,8
220644,1,2,12,11,5,5
220645,1,2,34,0,18,19
220646,1,1,30,0,22,
220647,1,1,1,0,23,0
220648,2,4,12,8,19,19
220649,1,2,12,6,14,14
220650,1,2,12,6,0,
220651,1,1,46,0,8,8
220652,1,2,12,2,23,0
220653,1,1,42,0,22,22
220654,1,3,12,6,18,18
220655,1,2,12,6,15,15
220656,1,2,8,0,18,18
220657,1,1,19,0,23,0
220658,1,1,34,0,2,2
220659,1,1,8,0,20,
220660,1,6,34,0,16,16
220661,1,2,42,0,10,11
220663,1,2,12,2,15,15
220664,1,4,12,6,14,14
220665,1,1,8,0,20,
220666,2,2,30,0,2,2
220667,1,1,8,0,5,5
220668,1,1,8,0,19,19
220669,1,1,32,0,22,22
220670,1,1,31,0,14,14
220671,1,1,34,0,14,15
220672,1,3,12,6,11,11
220673,2,3,12,6,15,15
220674,1,1,9,0,3,3
220675,1,1,9,0,20,20
220676,1,1,8,0,21,
220677,1,2,8,0,19,19
220678,1,4,12,1,11,12
220679,1,3,12,1,6,6
220680,1,1,35,0,20,
220681,1,2,12,1,5,6
220682,1,4,12,6,19,19
220683,1,2,12,6,6,
220684,1,2,12,6,0,0
220685,2,5,12,2,15,16
220686,1,2,8,0,21,22
220687,1,2,8,0,17,18
220688,1,1,8,0,4,
220689,1,2,42,0,19,19
220690,1,2,12,8,19,
220691,1,4,12,6,12,13
220692,1,2,12,6,11,11
220693,1,2,34,0,19,20
220694,1,1,1,0,0,1
220695,1,1,35,0,15,15
220696,1,3,12,2,10,11
220697,1,1,14,0,9,10
220698,1,1,32,0,11,11
220699,1,2,1,0,16,
220700,1,2,12,8,16,16
220701,1,1,8,0,2,2
220702,1,3,8,0,20,20
220703,1,1,34,0,12,12
220704,1,1,24,0,12,13
220705,1,2,12,2,5,5
220706,1,3,12,2,9,9
220707,1,1,9,0,16,17
220708,1,3,12,8,15,16
220709,1,1,34,0,16,16
220710,1,1,32,0,7,7
220711,1,1,9,0,23,
220712,1,3,1,0,23,23
220713,1,5,12,6,20,20
220714,1,3,12,1,14,14
220715,1,2,32,0,2,3
220716,1,3,12,6,12,12
220718,1,2,30,0,23,23
220719,1,2,12,6,16,16
220720,1,1,32,0,22,22
220721,1,1,42,0,4,4
220722,1,1,31,0,2,
220724,1,3,12,2,18,19
220725,1,1,1,0,23,11
220726,1,1,42,0,17,17
220727,1,1,38,0,22,22
220728,1,7,12,6,11,11
220729,1,1,8,0,22,23
220730,1,1,8,0,22,23
220731,1,2,12,6,17,17
220732,1,3,12,6,23,23
220733,1,5,12,6,10,10
220735,1,1,24,0,3,3
220736,1,1,8,0,18,17
220737,1,1,8,0,15,15
220738,1,1,44,0,4,3
220739,1,1,42,0,0,1
220740,2,2,12,2,12,12
220741,1,2,12,6,15,16
220742,1,1,8,0,20,21
220743,1,2,38,0,10,11
220744,1,2,12,6,16,17
220745,1,1,8,0,0,1
220746,1,2,30,0,12,12
220747,1,1,42,0,9,
220748,1,1,34,0,12,12
220749,1,3,12,6,4,4
220750,1,2,8,0,18,
220751,1,1,42,0,2,3
220752,1,1,32,0,15,16
220753,1,4,12,1,19,19
220754,1,1,42,0,22,22
220755,1,1,53,0,16,16
220756,1,1,42,0,21,
220757,1,1,8,0,4,
220758,1,1,5,0,23,21
220759,2,3,12,1,21,21
220760,1,1,24,0,13,13
220761,1,2,12,6,8,8
220762,1,2,12,6,9,9
220763,1,5,12,6,17,
220764,1,2,53,0,13,13
220765,1,1,34,0,20,20
220766,1,3,12,6,15,15
220767,1,4,8,0,3,3
220768,1,1,8,0,3,3
220769,1,6,12,6,15,15
220770,2,6,43,0,16,17
220771,1,1,3,0,12,
220772,1,1,8,0,18,
220773,1,1,8,0,18,
220774,1,1,18,0,23,
220775,1,1,42,0,4,4
220776,1,1,34,0,5,5
220777,1,3,12,1,6,6
220778,1,2,5,0,2,2
220779,1,0,8,0,,
230001,1,1,8,0,16,17
230002,1,1,8,0,17,17
230003,1,1,17,0,17,
230004,1,2,35,0,16,16
230005,1,3,12,8,15,15
230006,1,2,48,0,17,
230007,1,2,42,0,14,14
230008,2,2,35,0,0,1
230009,2,4,12,6,13,13
230010,1,5,12,1,16,17
230011,1,3,42,0,21,21
230012,1,1,1,0,0,1
230013,1,3,12,2,12,12
230015,1,1,8,0,2,
230016,1,1,30,0,6,6
230017,3,5,42,0,7,7
230018,1,3,12,2,13,13
230019,1,1,48,0,1,
230020,1,1,17,0,19,
230021,1,1,42,0,21,21
230022,1,1,42,0,8,8
230023,2,2,30,0,16,17
230024,1,3,12,2,17,17
230025,2,3,12,2,11,11
230026,1,2,42,0,8,8
230027,1,2,42,0,23,23
230028,1,1,24,0,5,5
230029,1,1,52,0,9,
230030,1,1,24,0,20,21
230031,1,2,12,6,12,12
230032,1,2,12,1,16,16
230033,1,1,5,0,12,13
230034,1,1,58,0,0,1
230035,1,1,42,0,13,13
230036,1,3,30,0,2,3
230037,1,2,12,2,8,8
230038,1,1,42,0,21,21
230039,1,3,12,7,20,20
230040,1,1,42,0,15,15
230041,1,3,12,1,11,12
230043,1,6,12,1,16,16
230044,1,1,35,0,14,14
230045,1,1,33,0,1,
230046,1,3,12,2,22,22
230047,1,2,12,6,7,7
230048,1,1,1,0,19,19
230049,1,3,12,6,18,18
230050,1,1,9,0,10,11
230051,1,1,1,0,11,11
230052,1,1,30,0,21,22
230053,1,1,42,0,22,22
230054,1,3,12,2,13,13
230055,1,6,12,6,19,20
230056,1,2,12,9,15,15
230057,1,2,11,0,20,20
230058,1,1,8,0,14,14
230059,1,2,43,0,17,
230060,1,1,49,0,19,19
230061,1,2,12,6,16,16
230062,1,1,42,0,7,7
230063,1,2,12,6,16,16
230065,1,2,12,2,11,11
230066,1,2,12,6,21,21
230067,1,1,1,0,16,16
230068,1,1,1,0,6,
230069,1,2,1,0,18,19
230070,1,1,42,0,6,
230071,1,2,12,6,16,16
230072,1,2,12,2,20,20
230073,2,3,12,2,14,
230074,1,7,12,6,15,16
230075,1,2,42,0,23,23
230076,1,1,1,0,21,
230078,2,3,42,0,15,15
230079,1,1,24,0,16,16
230080,1,1,32,0,11,
230081,2,5,12,6,22,22
230082,1,3,19,0,18,18
230083,2,4,12,2,21,21
230084,1,2,12,2,5,5
230085,1,1,1,0,21,21
230086,1,1,11,0,22,22
230087,1,3,12,2,17,
230088,1,1,42,0,9,9
230089,1,3,5,0,23,23
230090,1,1,32,0,16,
230091,1,1,25,0,13,13
230092,1,1,24,0,23,
230093,1,4,12,2,17,17
230094,1,1,1,0,22,
230095,1,1,42,0,9,10
230096,1,3,12,6,20,
230097,1,1,59,0,23,
230098,1,1,25,0,2,
230099,1,1,9,0,19,
230100,1,1,34,0,12,12
230101,1,1,32,0,23,
230102,1,3,12,6,15,16
230103,2,2,42,0,13,
230104,1,5,12,2,12,
230105,1,1,42,0,22,22
230106,1,4,12,11,13,16
230107,1,1,11,0,23,23
230108,1,1,35,0,0,
230109,1,1,34,0,21,
230110,1,6,12,6,9,9
230111,1,1,42,0,16,
230112,1,1,42,0,15,15
230113,1,1,42,0,9,9
230114,1,3,12,6,15,15
230115,1,7,42,0,2,2
230116,1,3,12,6,13,14
230117,1,1,42,0,23,23
230118,1,2,1,0,14,15
230119,1,1,53,0,18,19
230120,1,1,1,0,2,2
230121,1,1,19,0,23,
230122,2,5,12,11,9,9
230123,1,2,12,8,5,6
230124,1,3,12,2,17,17
230125,1,1,1,0,14,15
230126,1,1,8,0,5,6
230127,2,2,24,0,10,
230128,1,2,12,6,15,15
230129,1,1,18,0,17,17
230130,1,3,12,1,12,12
230131,1,2,34,0,15,15
230132,1,5,11,0,18,
230133,1,1,42,0,23,
230134,1,1,42,0,10,
230136,1,2,12,2,18,18
230137,1,1,42,0,19,
230138,1,1,8,0,21,21
230139,1,1,53,0,19,19
230140,1,1,30,0,3,
230141,1,3,12,2,15,16
230142,1,1,24,0,6,
230143,1,2,30,0,22,22
230144,1,1,42,0,6,
230145,1,1,1,0,15,16
230146,1,1,42,0,23,
230147,1,2,8,0,21,
230148,1,1,53,0,10,10
230149,1,1,8,0,6,6
230150,1,2,42,0,13,13
230151,1,1,34,0,13,13
230152,1,1,42,0,7,
230153,1,4,12,1,17,
230154,1,1,53,0,12,12
230155,1,1,42,0,14,14
230156,1,1,42,0,0,
240001,1,1,8,0,22,22
240002,1,1,8,0,14,14
240003,1,2,12,6,15,15
240004,1,2,12,6,7,7
240005,1,2,12,2,22,22
240006,1,1,8,0,20,20
240007,1,1,8,0,17,17
240008,1,1,30,0,7,8
240009,1,2,8,0,18,18
240010,1,1,25,0,22,18
240011,1,1,9,0,17,17
240012,1,2,8,0,17,18
240013,1,1,8,0,1,1
240014,1,1,8,0,23,23
240015,1,2,12,2,15,15
240016,1,3,12,2,18,18
240017,1,3,12,6,20,
240018,1,2,31,0,21,21
240019,1,2,12,6,6,7
240020,1,5,12,2,1,1
240021,1,2,8,0,19,
240022,1,3,14,0,17,17
240023,1,2,12,2,7,7
240024,1,4,12,6,19,19
240025,1,1,42,0,4,
240026,1,1,8,0,21,21
240027,1,1,8,0,21,
240029,1,1,42,0,19,
240030,1,2,12,2,9,
240031,1,1,51,0,11,
240032,1,1,34,0,16,
240033,1,1,8,0,20,
240034,1,1,42,0,2,
240035,1,1,8,0,5,
240036,1,3,12,6,1,
240037,1,1,42,0,0,
240038,1,4,12,6,16,
240039,1,1,8,0,18,
240040,1,1,53,0,23,23
240041,1,2,12,1,12,12
240042,1,2,1,0,4,4
240043,2,1,8,0,16,16
240044,1,1,24,0,14,15
240045,1,1,52,0,4,4
240046,2,2,42,0,2,2
240047,1,4,33,0,2,2
240048,1,2,12,1,11,11
240049,1,3,42,0,15,
240050,1,2,12,6,13,13
240051,1,1,31,0,13,13
240052,1,1,33,0,12,12
240053,1,3,12,1,22,22
240054,1,1,8,0,10,10
240055,1,1,42,0,10,10
240056,1,5,5,0,22,22
240057,1,1,30,0,12,12
240058,1,1,38,0,21,21
240059,1,1,42,0,1,1
240060,1,2,33,0,15,16
240061,1,1,53,0,5,6
240062,1,2,24,0,9,9
240064,1,2,8,0,20,20
240065,1,2,8,0,21,
240066,2,3,42,0,2,2
240067,1,2,12,1,22,
240068,1,1,42,0,15,15
240069,1,3,12,6,23,
240070,1,1,42,0,18,18
240071,1,1,43,0,20,
240072,1,1,14,0,13,
240073,1,1,35,0,19,19
240074,1,2,12,1,8,9
240076,1,1,19,0,0,
240077,1,2,12,6,19,19
240078,1,1,35,0,21,21
240079,1,1,42,0,6,6
240080,1,1,42,0,20,20
240081,1,1,33,0,5,5
240082,1,1,9,0,12,12
240083,1,2,12,6,7,7
240084,1,1,24,0,2,3
240085,1,2,12,6,10,
240086,2,3,12,6,1,
240087,1,2,8,0,20,20
240088,1,1,42,0,20,20
240089,1,2,12,7,7,
240090,1,1,1,0,14,
240091,1,1,34,0,20,
240092,1,2,12,2,14,
240093,1,1,8,0,21,14
240094,1,1,42,0,20,20
240095,1,3,12,2,12,12
240096,1,2,12,1,23,23
240097,1,1,34,0,13,
240098,1,1,30,0,0,
240099,1,2,24,0,21,21
240100,1,3,12,6,17,17
240101,1,1,42,0,9,9
240102,1,1,31,0,20,20
240103,1,2,42,0,4,5
240104,1,3,12,6,14,14
240105,1,1,35,0,2,2
240106,1,1,8,0,21,21
240107,1,4,12,6,16,17
240108,1,1,9,0,12,12
240109,1,5,12,2,19,19
240110,1,2,1,0,17,17
240111,1,1,42,0,22,22
240112,1,4,12,6,21,21
240113,1,4,33,0,11,12
240114,1,3,12,6,20,20
240115,1,1,1,0,15,15
240117,1,2,12,2,17,17
240118,1,1,1,0,8,8
240120,1,1,25,0,19,19
240121,1,2,15,0,21,
240122,1,2,12,6,19,19
240123,1,3,12,6,5,6
240124,1,2,12,6,22,22
240126,1,2,39,0,22,16
240127,1,5,12,6,21,21
240129,1,2,12,6,17,
240130,1,2,12,1,12,12
240131,1,1,1,0,13,14
240132,1,1,42,0,14,14
240133,1,1,42,0,23,23
240134,1,1,8,0,4,
240135,1,4,12,1,11,11
240136,1,1,35,0,6,7
240137,1,1,34,0,15,
240138,1,7,12,1,17,17
240140,1,2,8,0,21,22
240141,1,1,8,0,3,
240142,1,1,42,0,5,5
240143,1,1,31,0,0,0
240144,1,1,42,0,7,7
240145,1,1,35,0,22,22
240146,1,3,8,0,0,0
240147,1,2,12,6,18,19
240148,1,1,24,0,15,
240149,1,1,42,0,12,12
240150,1,2,12,2,19,19
240151,2,4,35,0,15,6
240152,1,1,35,0,5,5
240153,1,1,8,0,15,15
240154,1,3,12,2,5,5
240155,1,1,1,0,15,15
240156,1,2,8,0,0,0
240157,1,2,12,6,6,
240158,1,2,42,0,11,11
240159,2,2,34,0,2,2
240160,1,4,12,6,21,
240161,1,1,8,0,5,
240162,2,5,12,2,3,3
240163,1,1,20,0,20,20
240164,1,1,42,0,13,
240165,3,3,42,0,15,15
240166,1,5,12,2,19,9
240167,1,3,12,6,13,13
240168,1,2,12,6,9,9
240169,1,1,34,0,22,22
240170,1,3,12,1,4,4
240171,1,1,42,0,13,13
240172,1,2,12,6,13,13
240173,1,1,1,0,21,21
240174,1,4,12,1,1,1
240175,1,2,42,0,3,3
240177,1,2,8,0,22,22
240178,1,2,12,1,11,
240179,1,1,1,0,10,10
240180,1,4,31,0,1,1
240181,1,1,9,0,8,8
240182,1,2,12,1,20,20
240183,1,3,8,0,0,0
240184,1,6,12,1,12,12
240185,1,4,34,0,23,23
240186,1,4,12,6,17,17
240187,2,2,30,0,16,17
240188,1,2,12,6,22,22
240189,1,7,44,0,22,22
240190,1,2,12,6,19,19
240191,1,4,8,0,14,14
240192,1,2,24,0,12,12
240193,1,3,8,0,20,20
240194,2,4,12,8,22,
240195,1,1,42,0,23,23
